null,resp_time,hour,location,rate,social
1,2013-03-24 09:52:26,,,,
1,2013-03-24 10:50:37,,,,
1,2013-03-24 10:50:32,,,,
8,2013-03-24 10:50:34,,,,
"43.70508056,-72.28851205",2013-03-24 10:50:36,,,,
1,2013-03-24 10:50:38,,,,
,2013-04-08 17:18:23,8.0,"43.01433773,-72.34858847",3.0,1.0
,2013-04-08 00:41:55,11.0,"43.01433773,-72.34858847",2.0,1.0
,2013-04-09 18:28:25,8.0,"43.71653168,-72.30894632",2.0,1.0
,2013-04-17 18:37:42,9.0,"43.716875,-72.30895436",2.0,1.0
,2013-04-10 18:42:33,9.0,"43.71677665,-72.30926871",2.0,1.0
,2013-04-12 18:27:10,7.0,"43.71657251,-72.30919906",2.0,1.0
,2013-04-14 19:23:54,9.0,"43.71627839,-72.30889068",2.0,1.0
,2013-04-15 18:40:33,7.0,"43.71660508,-72.30929384",2.0,1.0
,2013-04-16 19:31:52,8.0,"43.71670486,-72.3094297",2.0,1.0
,2013-04-25 00:54:31,9.0,"43.71672365,-72.30903137",1.0,1.0
,2013-04-23 18:45:26,9.0,"43.71655956,-72.30945355",1.0,1.0
,2013-04-30 18:19:39,7.0,"43.71666435,-72.30919789",2.0,1.0
,2013-05-04 18:00:26,9.0,"43.71658244,-72.30905302",2.0,1.0
,2013-05-13 17:44:26,11.0,"43.70208989,-72.28979429",2.0,1.0
,2013-05-12 18:03:50,13.0,"43.71640652,-72.30895431",2.0,1.0
,2013-05-20 00:09:18,13.0,Unknown,2.0,1.0
,2013-05-21 18:29:00,12.0,"43.71651778,-72.30921291",2.0,1.0
,2013-05-22 17:51:15,9.0,"43.71678342,-72.30920877",3.0,1.0
,2013-05-24 17:36:37,9.0,"43.71639448,-72.30914987",2.0,1.0
,2013-05-29 17:08:58,11.0,"43.716389,-72.30925305",2.0,1.0
,2013-06-05 18:54:11,7.0,Unknown,3.0,1.0
