null,resp_time,hour,location,rate,social
7,2013-03-24 10:42:12,,,,
"43.70642019,-72.28709812",2013-03-24 10:37:22,,,,
3,2013-03-24 09:47:42,,,,
"43.70642019,-72.28709812",2013-03-24 10:37:24,,,,
3,2013-03-24 10:37:26,,,,
,2013-03-28 19:01:11,8.0,Unknown,1.0,2.0
,2013-03-29 17:11:34,7.0,"43.70369622,-72.29611425",2.0,2.0
,2013-03-30 19:00:36,7.0,"43.7037725,-72.29602645",2.0,1.0
,2013-03-31 17:03:32,7.0,"43.70400733,-72.29568279",2.0,1.0
,2013-04-01 17:13:35,6.0,"43.70412701,-72.29543193",4.0,1.0
,2013-04-02 20:09:54,6.0,"43.70370694,-72.29603486",4.0,1.0
,2013-04-03 17:16:26,0.0,"43.70366916,-72.29604051",4.0,1.0
,2013-04-04 19:40:58,8.0,"43.70403059,-72.29608355",2.0,3.0
,2013-04-05 15:31:40,7.0,"43.70346806,-72.29615925",1.0,1.0
,2013-04-07 18:42:05,9.0,"43.70374466,-72.29602394",2.0,1.0
,2013-04-06 19:42:11,10.0,"43.70359603,-72.29619839",1.0,1.0
,2013-04-08 17:53:13,6.0,"43.70524265,-72.29380967",1.0,1.0
,2013-04-09 19:20:46,10.0,"43.70356543,-72.29661063",1.0,1.0
,2013-04-10 18:53:06,6.0,"43.70332015,-72.29598121",2.0,1.0
,2013-04-11 17:47:27,8.0,"43.70341924,-72.29629875",2.0,1.0
,2013-04-12 17:32:30,8.0,"43.70368617,-72.29580241",2.0,2.0
,2013-04-15 17:16:15,4.0,"43.70369666,-72.29597969",3.0,1.0
,2013-04-13 21:55:32,10.0,"43.70351337,-72.29604785",1.0,1.0
,2013-04-14 20:45:04,8.0,"43.70362837,-72.29609942",2.0,1.0
,2013-04-17 00:31:14,13.0,"43.70370911,-72.29582755",1.0,1.0
,2013-04-17 18:08:55,2.0,"43.70342539,-72.29594334",4.0,1.0
,2013-04-18 19:16:53,8.0,"43.70306371,-72.29579391",2.0,2.0
,2013-04-19 20:30:45,6.0,"43.70396846,-72.29555338",3.0,2.0
,2013-04-20 22:24:14,12.0,"43.70378828,-72.29600636",1.0,1.0
,2013-04-22 05:05:44,10.0,"43.70405707,-72.29551034",1.0,1.0
,2013-04-22 11:07:48,8.0,"43.70410502,-72.29484537",2.0,1.0
,2013-04-22 17:29:52,5.0,"43.70377459,-72.29617515",3.0,1.0
,2013-04-24 10:03:23,4.0,"43.70371045,-72.29605661",4.0,2.0
,2013-04-24 21:10:49,8.0,"43.7034689,-72.29640505",2.0,2.0
,2013-04-26 17:12:53,4.0,"43.7037887,-72.29615197",3.0,1.0
,2013-04-30 07:19:28,8.0,"43.70351749,-72.29606608",1.0,1.0
,2013-05-03 17:31:12,0.0,"43.70354602,-72.29604776",4.0,2.0
,2013-05-13 17:52:58,1.0,"43.70242394,-72.2919064",4.0,2.0
,2013-05-09 16:57:27,7.0,Unknown,2.0,2.0
,2013-05-06 21:29:51,5.0,"43.70353749,-72.29596044",2.0,1.0
,2013-05-08 20:13:22,9.0,Unknown,2.0,2.0
,2013-05-07 20:24:42,8.0,"43.70353749,-72.29596044",2.0,4.0
,2013-05-11 18:57:05,16.0,"43.70373736,-72.29577621",2.0,2.0
,2013-05-23 17:31:31,9.0,"43.7036104,-72.29599087",2.0,2.0
,2013-05-24 17:31:29,2.0,"43.70363097,-72.29625958",4.0,1.0
,2013-05-30 02:20:20,1.0,Unknown,4.0,2.0
