null,resp_time,hour,location,rate,social
2,2013-03-24 09:46:37,,,,
Unknown,2013-03-24 10:48:49,,,,
8,2013-03-24 10:48:51,,,,
Unknown,2013-03-24 10:48:48,,,,
,2013-03-29 17:19:54,7.0,"43.7039835,-72.28589738",2.0,1.0
,2013-03-30 20:15:17,10.0,"43.70397289,-72.28593403",1.0,1.0
,2013-03-31 20:37:52,8.0,"43.70394481,-72.28581948",2.0,1.0
,2013-04-02 19:52:53,10.0,"43.70394481,-72.28581948",1.0,1.0
,2013-04-01 17:31:24,7.0,"43.70394481,-72.28581948",3.0,1.0
,2013-04-04 20:08:12,8.0,"43.70377722,-72.28783656",2.0,1.0
,2013-04-09 05:47:45,6.0,Unknown,2.0,1.0
,2013-04-09 05:47:43,6.0,Unknown,2.0,1.0
,2013-04-09 19:10:05,8.0,Unknown,2.0,1.0
,2013-04-10 17:55:55,8.0,"43.70367091,-72.28590427",2.0,1.0
,2013-04-11 19:17:54,7.0,"43.70389958,-72.28580745",1.0,1.0
,2013-04-12 18:54:48,7.0,"43.70525445,-72.2884545",3.0,1.0
,2013-04-22 18:25:56,8.0,"43.70495742,-72.28768275",1.0,1.0
,2013-05-12 18:32:12,6.0,"43.70429654,-72.28590964",3.0,1.0
