null,resp_time,hour,location,rate,social
8,2013-03-24 09:46:53,,,,
2,2013-03-24 10:18:31,,,,
"43.70639796,-72.28700878",2013-03-24 10:30:02,,,,
9,2013-03-24 10:06:16,,,,
"43.70639796,-72.28700878",2013-03-24 10:48:11,,,,
,2013-04-03 17:53:52,6.0,"43.70517864,-72.29310913",2.0,3.0
,2013-03-27 04:45:45,7.0,"43.70705013,-72.28730277",2.0,4.0
,2013-04-01 20:15:39,7.0,"43.70634494,-72.28951935",2.0,1.0
,2013-03-27 18:04:48,7.0,"43.70584333,-72.29017652",2.0,1.0
,2013-03-28 20:28:10,10.0,"43.7066424,-72.2890265",1.0,3.0
,2013-03-29 17:00:23,7.0,"43.70652979,-72.28926963",1.0,1.0
,2013-03-30 19:31:22,8.0,"43.70677676,-72.28902977",1.0,2.0
,2013-03-31 18:49:16,8.0,"43.70678938,-72.28927705",1.0,1.0
,2013-04-02 20:50:32,8.0,"43.70685259,-72.28918567",2.0,3.0
,2013-04-04 19:57:12,8.0,"43.70680683,-72.28946636",2.0,1.0
,2013-04-05 20:59:05,7.0,"43.70691657,-72.28849213",3.0,1.0
,2013-04-06 21:57:29,8.0,"43.70649925,-72.28905413",1.0,1.0
,2013-04-07 21:22:00,9.0,"43.70570732,-72.2889679",1.0,1.0
,2013-04-08 19:23:36,6.0,"43.70542081,-72.29035437",2.0,1.0
,2013-04-10 02:59:34,8.0,"43.70403134,-72.28895495",1.0,1.0
,2013-04-10 17:05:01,5.0,"43.70687149,-72.28907564",2.0,1.0
,2013-04-17 02:30:33,7.0,"43.70725639,-72.28916553",1.0,1.0
,2013-04-11 18:32:19,6.0,"43.70664697,-72.28911878",2.0,4.0
,2013-04-12 18:10:44,5.0,"43.70684932,-72.28899775",2.0,3.0
,2013-04-13 19:56:59,9.0,"43.70680288,-72.28934208",1.0,4.0
,2013-04-17 18:15:05,5.0,"43.70659283,-72.28814359",2.0,3.0
,2013-04-14 18:25:42,8.0,"43.70687853,-72.28921947",1.0,1.0
,2013-04-18 19:58:34,8.0,"43.70717445,-72.28666226",1.0,1.0
,2013-04-19 17:57:07,7.0,"43.70697063,-72.28757551",2.0,1.0
,2013-04-21 20:14:11,7.0,"43.70166778,-72.28840981",2.0,4.0
,2013-04-23 18:13:11,7.0,"43.70685448,-72.28901014",1.0,1.0
,2013-04-22 17:57:02,7.0,"43.70780807,-72.28439587",2.0,1.0
