null,resp_time,hour,location,rate,social
1.0,2013-03-24 10:37:17,,,,
1.0,2013-03-24 09:56:25,,,,
1.0,2013-03-24 10:37:15,,,,
1.0,2013-03-24 10:37:14,,,,
1.0,2013-03-24 09:56:18,,,,
1.0,2013-03-24 10:46:42,,,,
,2013-03-28 17:01:16,5.0,"43.70413881,-72.29529625",3.0,2.0
,2013-03-30 08:27:32,6.0,"43.70508892,-72.29181124",2.0,1.0
,2013-03-31 18:11:15,4.0,"41.55404933,-73.03993472",3.0,4.0
,2013-04-05 17:18:54,5.0,"43.70607312,-72.28941569",3.0,2.0
,2013-04-10 01:34:20,5.0,"42.99131275,-89.56850017",3.0,2.0
,2013-04-11 18:39:46,8.0,Unknown,1.0,1.0
,2013-04-12 18:09:20,5.0,"43.70825863,-72.28467568",3.0,2.0
,2013-04-14 19:24:27,6.0,"43.70684315,-72.28727941",2.0,1.0
,2013-04-15 17:18:18,7.0,"43.70684315,-72.28727941",1.0,1.0
,2013-04-16 17:16:35,6.0,"43.70684315,-72.28727941",1.0,1.0
,2013-04-17 18:16:10,4.0,"43.70611494,-72.28821312",3.0,1.0
,2013-04-21 20:03:48,6.0,Unknown,2.0,1.0
