null,resp_time,hour,location,rate,social
8,2013-03-24 09:57:12,,,,
Unknown,2013-03-24 10:51:37,,,,
8,2013-03-24 10:51:38,,,,
1,2013-03-24 10:51:35,,,,
1,2013-03-24 10:51:40,,,,
,2013-03-28 18:20:12,7.0,"43.70319647,-72.28913653",2.0,1.0
,2013-03-29 18:06:21,7.0,"43.70272665,-72.28765604",2.0,1.0
,2013-04-02 19:51:41,7.0,"43.70656531,-72.28745368",2.0,2.0
,2013-04-03 21:57:05,8.0,"43.6934635,-72.28444421",3.0,3.0
,2013-04-01 17:30:32,5.0,"43.70635724,-72.28698976",3.0,1.0
,2013-04-04 17:54:41,7.0,"43.69361617,-72.28418761",3.0,1.0
,2013-04-05 17:54:30,7.0,"43.6944476,-72.28377596",2.0,4.0
,2013-04-06 23:47:54,8.0,"43.63775583,-72.27461681",2.0,1.0
,2013-04-07 19:22:18,7.0,"43.69250465,-72.28607875",2.0,1.0
,2013-04-08 19:08:14,6.0,"43.69392162,-72.28463368",3.0,3.0
,2013-04-09 20:28:50,8.0,"43.69406201,-72.28421537",1.0,1.0
,2013-04-11 19:11:10,8.0,"43.70644132,-72.28719247",1.0,1.0
,2013-04-12 18:17:51,6.0,"43.70174619,-72.28933834",2.0,1.0
,2013-04-13 19:10:23,8.0,"43.70664201,-72.28687051",1.0,1.0
,2013-04-15 18:18:26,8.0,Unknown,1.0,1.0
,2013-04-16 22:30:24,7.0,"43.69449058,-72.28438757",2.0,1.0
,2013-04-17 19:18:33,6.0,"43.70763358,-72.28826433",2.0,1.0
,2013-04-21 22:41:10,8.0,"43.70647457,-72.28694116",1.0,1.0
,2013-04-22 18:49:32,8.0,"43.70639016,-72.28683325",1.0,1.0
,2013-04-29 17:56:27,5.0,"43.70655557,-72.28705565",1.0,1.0
,2013-04-30 23:52:00,6.0,"43.70429267,-72.28766204",3.0,1.0
,2013-05-12 10:59:02,1.0,Unknown,1.0,1.0
,2013-05-03 20:50:49,6.0,"43.70813836,-72.28349752",1.0,1.0
,2013-05-09 17:56:43,9.0,"43.70555413,-72.28776555",2.0,1.0
,2013-05-11 20:00:32,9.0,"43.70558487,-72.28330142",2.0,1.0
,2013-05-20 18:27:18,13.0,"43.7065055,-72.28685125",2.0,1.0
,2013-05-21 18:56:36,8.0,"43.708082,-72.28348521",2.0,1.0
,2013-05-31 17:46:28,11.0,"43.70642775,-72.28707311",2.0,1.0
,2013-05-26 23:12:36,7.0,"44.8133656,-71.88147691",3.0,1.0
,2013-05-28 17:46:26,1.0,"43.70654371,-72.28756387",4.0,1.0
,2013-05-29 17:03:11,1.0,"43.70738663,-72.28550615",1.0,1.0
,2013-05-30 19:51:56,9.0,"43.70820579,-72.28342416",2.0,1.0
,2013-05-30 19:54:12,9.0,"43.70820579,-72.28342416",2.0,1.0
,2013-06-03 17:32:54,9.0,"43.65737758,-72.24507738",3.0,1.0
