null,resp_time,hour,location,rate,social
"43.70413179,-72.28882107",2013-03-24 10:37:50,,,,
11,2013-03-24 10:37:46,,,,
3,2013-03-24 10:37:48,,,,
10,2013-03-24 10:37:48,,,,
8,2013-03-24 10:43:03,,,,
,2013-04-03 18:03:05,6.0,"43.70544017,-72.28294543",1.0,1.0
,2013-04-01 18:03:53,6.0,"43.70552887,-72.28341726",1.0,1.0
,2013-03-27 23:02:29,7.0,Unknown,1.0,1.0
,2013-03-28 18:06:39,7.0,Unknown,2.0,1.0
,2013-04-02 18:25:25,6.0,"43.70581285,-72.28282006",1.0,1.0
,2013-04-04 19:03:37,7.0,"43.7058526,-72.28346962",2.0,1.0
,2013-04-08 18:07:52,7.0,"43.70698496,-72.28367832",1.0,1.0
,2013-04-05 19:35:40,3.0,"43.70564244,-72.2831979",4.0,1.0
,2013-04-07 19:56:39,7.0,"43.70540262,-72.28310172",2.0,1.0
,2013-04-11 19:22:12,8.0,"43.70644022,-72.28264149",3.0,1.0
,2013-04-10 19:07:03,7.0,"43.70552537,-72.28312295",2.0,1.0
,2013-04-12 17:53:44,6.0,"43.70527536,-72.28314925",2.0,1.0
