null,resp_time,hour,location,rate,social
"43.70648531,-72.28703273",2013-03-24 09:52:00,,,,
7,2013-03-24 10:49:54,,,,
1,2013-03-24 11:05:07,,,,
1,2013-03-24 11:05:08,,,,
1,2013-03-24 11:05:05,,,,
7,2013-03-24 10:49:57,,,,
1,2013-03-24 10:49:59,,,,
1,2013-03-24 10:49:55,,,,
1,2013-03-24 10:49:57,,,,
7,2013-03-24 11:05:03,,,,
2,2013-03-24 11:05:06,,,,
,2013-04-02 19:16:25,7.0,"43.65863297,-72.24870111",1.0,1.0
,2013-04-03 18:06:16,7.0,"43.62834565,-72.3223213",2.0,1.0
,2013-04-02 12:10:05,6.0,"43.69682623,-72.28051789",2.0,2.0
,2013-04-05 17:56:19,6.0,"43.70909224,-72.28344156",3.0,1.0
,2013-04-08 18:06:49,8.0,"43.70873044,-72.28238031",1.0,1.0
,2013-04-10 18:03:17,5.0,"43.65854943,-72.24890222",1.0,3.0
,2013-04-17 17:48:53,5.0,"43.69716255,-72.28066949",3.0,3.0
,2013-04-21 19:52:03,6.0,"43.65886906,-72.24845008",2.0,4.0
,2013-05-13 19:40:26,9.0,"43.65817203,-72.25123965",1.0,2.0
,2013-05-15 18:14:49,7.0,"43.6986801,-72.28079068",1.0,1.0
,2013-05-13 19:40:39,9.0,"43.65817203,-72.25123965",1.0,2.0
,2013-05-18 22:59:11,15.0,Unknown,1.0,1.0
,2013-05-27 19:12:26,1.0,"43.70699451,-72.28534492",2.0,1.0
,2013-05-29 19:55:37,3.0,"43.67176007,-72.26386586",1.0,1.0
