null,resp_time,hour,location,rate,social
6,2013-03-24 10:47:13,,,,
3,2013-03-24 09:49:38,,,,
"43.70450657,-72.28874981",2013-03-24 10:47:10,,,,
2,2013-03-24 10:47:15,,,,
8,2013-03-24 10:47:12,,,,
,2013-04-02 17:10:07,5.0,"43.6804572,-72.29349846",3.0,4.0
,2013-03-28 02:01:59,2.0,"43.68050026,-72.29332341",4.0,2.0
,2013-03-29 00:00:53,4.0,"43.68060986,-72.29350695",3.0,2.0
,2013-03-29 17:01:48,5.0,"43.68055327,-72.29350013",2.0,2.0
,2013-03-31 17:01:17,8.0,"43.68055197,-72.29346788",1.0,1.0
,2013-04-01 17:54:40,8.0,"43.69876384,-72.28975678",1.0,4.0
,2013-04-02 09:41:18,3.0,"43.68063654,-72.29350259",4.0,2.0
,2013-04-03 21:25:22,8.0,"43.68058033,-72.29352704",1.0,1.0
,2013-04-05 00:14:04,5.0,"43.68043243,-72.2937815",3.0,2.0
,2013-04-10 18:01:50,6.0,"43.68071233,-72.29336227",3.0,4.0
,2013-04-10 18:01:42,6.0,"43.68071233,-72.29336227",3.0,1.0
