null,resp_time,hour,location,rate,social
"43.70638456,-72.28701561",2013-03-24 09:51:00,,,,
"43.70638441,-72.2870153",2013-03-24 10:49:46,,,,
3,2013-03-24 10:49:52,,,,
8,2013-03-24 10:49:50,,,,
8,2013-03-24 10:49:48,,,,
2,2013-03-24 10:49:48,,,,
,2013-04-03 17:26:07,8.0,"43.63766483,-72.2485018",1.0,1.0
,2013-03-27 17:35:42,6.0,"43.63687425,-72.28544436",2.0,1.0
,2013-03-28 17:24:52,8.0,"43.67698318,-72.26028412",1.0,1.0
,2013-03-29 17:10:00,8.0,"43.70977927,-72.28303993",1.0,1.0
,2013-03-30 17:22:19,7.0,"43.63753107,-72.24846418",3.0,1.0
,2013-03-31 15:35:13,9.0,"43.63765489,-72.2487072",1.0,1.0
,2013-04-01 17:52:46,7.0,"43.70850413,-72.28575574",2.0,1.0
,2013-04-02 15:33:00,8.0,"43.63748657,-72.2482552",1.0,1.0
,2013-04-03 15:33:22,7.0,"43.63745411,-72.24846941",3.0,1.0
,2013-04-04 20:04:55,7.0,"43.70770892,-72.28875085",3.0,1.0
,2013-04-05 17:49:26,8.0,"43.70291796,-72.29076097",2.0,1.0
,2013-04-08 15:04:57,5.0,"37.07031926,-76.35966675",1.0,2.0
,2013-04-10 17:00:28,7.0,"43.63744706,-72.2481714",2.0,1.0
,2013-04-10 17:58:07,6.0,"43.63733001,-72.24831108",1.0,1.0
,2013-04-11 18:55:48,8.0,"43.63760479,-72.24817944",1.0,1.0
,2013-04-12 17:48:34,7.0,"43.70651514,-72.28830687",2.0,1.0
,2013-04-13 17:52:45,9.0,"43.63769981,-72.24843196",1.0,1.0
,2013-04-14 17:00:09,8.0,"43.63755737,-72.24817945",1.0,1.0
,2013-04-15 17:09:31,6.0,"43.70661726,-72.28610243",2.0,1.0
,2013-04-16 17:05:55,6.0,"43.6377843,-72.24839682",3.0,1.0
,2013-04-30 17:08:51,7.0,"43.63730762,-72.24814653",1.0,1.0
,2013-05-03 17:30:57,8.0,"43.6376426,-72.24851725",3.0,1.0
,2013-05-16 17:45:55,11.0,"43.63767795,-72.24819483",1.0,1.0
,2013-05-31 17:07:01,11.0,"43.63764029,-72.2483575",1.0,1.0
,2013-05-25 17:34:04,11.0,"43.6944467,-72.27895006",1.0,3.0
,2013-06-03 18:16:26,11.0,"43.7072019,-72.28658185",1.0,1.0
