null,resp_time,hour,location,rate,social
15,2013-03-24 09:55:41,,,,
1,2013-03-24 10:47:49,,,,
"43.70499462,-72.28868604",2013-03-24 10:47:55,,,,
"43.70499462,-72.28868604",2013-03-24 10:47:53,,,,
"43.70499462,-72.28868604",2013-03-24 10:47:51,,,,
,2013-03-29 08:36:43,7.0,Unknown,2.0,3.0
,2013-03-29 19:02:23,8.0,"43.70603333,-72.28705357",1.0,1.0
,2013-03-31 02:07:21,8.0,"43.70471098,-72.2906745",1.0,1.0
,2013-04-03 18:01:37,8.0,"43.70428082,-72.28776631",2.0,1.0
,2013-04-03 16:42:15,8.0,"43.70457417,-72.29062836",2.0,1.0
,2013-04-03 05:18:23,6.0,"43.70671181,-72.28623406",3.0,1.0
,2013-04-05 18:00:29,6.0,"43.70384903,-72.28732435",2.0,1.0
,2013-04-08 04:29:24,10.0,"41.50578384,-71.45561789",2.0,2.0
,2013-04-08 04:29:25,10.0,Unknown,1.0,1.0
,2013-04-08 17:59:56,6.0,"43.70384519,-72.28717248",3.0,1.0
,2013-04-09 16:56:46,8.0,"43.70423505,-72.29046602",3.0,1.0
,2013-04-12 18:37:50,6.0,Unknown,2.0,3.0
,2013-04-10 18:01:14,7.0,"43.70578547,-72.28703541",2.0,1.0
,2013-04-18 20:15:59,6.0,Unknown,2.0,1.0
,2013-04-17 03:02:50,8.0,"43.70591041,-72.28826857",1.0,1.0
,2013-04-15 18:03:25,6.0,"43.70808053,-72.28506786",1.0,1.0
,2013-04-17 03:02:05,9.0,"43.70591041,-72.28826857",1.0,1.0
,2013-04-22 18:04:04,8.0,"43.70746352,-72.28565777",1.0,1.0
,2013-05-29 17:04:41,4.0,Unknown,4.0,1.0
