null,resp_time,hour,location,rate,social
3,2013-03-24 09:51:30,,,,
7,2013-03-24 10:37:14,,,,
"43.70449557,-72.28841917",2013-03-24 10:37:12,,,,
"43.70438805,-72.288352",2013-03-24 10:37:11,,,,
7,2013-03-24 10:40:24,,,,
,2013-03-29 17:59:41,8.0,Unknown,1.0,1.0
,2013-03-29 09:08:04,9.0,Unknown,1.0,1.0
,2013-03-30 20:09:56,8.0,Unknown,2.0,2.0
,2013-03-31 17:14:07,4.0,"43.681593937799335,-72.32194008305669",2.0,2.0
,2013-04-01 17:55:35,6.0,"43.70706360787153,-72.28679325431585",2.0,3.0
,2013-04-21 19:48:55,9.0,"43.68149109184742,-72.32198987156153",1.0,1.0
,2013-05-21 17:37:02,7.0,"43.68146347347647,-72.32229606248438",2.0,1.0
,2013-05-23 17:31:20,7.0,"43.68152252398431,-72.32199875637889",2.0,1.0
,2013-05-27 17:03:09,1.0,"43.6820404836908,-72.3214628174901",1.0,1.0
