null,resp_time,hour,location,rate,social
8,2013-03-24 09:53:28,,,,
"43.70633605,-72.28701846",2013-03-24 10:37:07,,,,
1,2013-03-24 10:37:09,,,,
1,2013-03-24 10:45:02,,,,
"43.70633605,-72.28701846",2013-03-24 10:37:06,,,,
,2013-03-29 18:02:59,5.0,"43.70291176631045,-72.28730966605328",3.0,1.0
,2013-03-29 22:03:53,4.0,"43.70267879651378,-72.29108858322432",3.0,1.0
,2013-03-30 18:13:16,9.0,"43.706964558218715,-72.29087324241945",1.0,1.0
,2013-03-31 17:43:13,2.0,"43.70706300122456,-72.29071133138713",3.0,2.0
,2013-04-01 17:55:25,5.0,"43.70710977403523,-72.29060104667536",2.0,1.0
,2013-04-02 18:44:14,3.0,"43.70338315129848,-72.2868059778217",3.0,2.0
,2013-04-03 18:04:22,4.0,"43.703158651028865,-72.2870008394822",4.0,1.0
,2013-04-04 22:03:34,3.0,"43.70713554237899,-72.29075818191895",3.0,1.0
,2013-04-05 18:02:36,6.0,"43.70724971989739,-72.29065322458139",2.0,2.0
,2013-04-07 19:05:03,10.0,"42.370239251465904,-71.10342783989697",1.0,1.0
,2013-04-06 21:40:37,7.0,Unknown,2.0,1.0
,2013-04-08 18:02:21,3.0,"43.708982659046605,-72.2843149049884",4.0,1.0
,2013-04-09 18:01:40,5.0,"43.70714428609825,-72.29067048599494",2.0,1.0
,2013-04-10 17:59:44,3.0,"43.70321966184834,-72.2876130893634",3.0,1.0
,2013-04-11 19:21:35,3.0,"43.707237451704,-72.29060946718205",4.0,1.0
,2013-04-13 17:31:08,8.0,"43.70729028288569,-72.29073884084035",2.0,2.0
,2013-04-14 18:03:30,6.0,"43.70719365486746,-72.29071570807986",2.0,1.0
,2013-04-17 18:02:05,5.0,"43.707216948298175,-72.29069947820092",2.0,2.0
,2013-04-18 19:00:31,6.0,"43.70394738046085,-72.289129704774",1.0,1.0
,2013-04-20 19:17:13,7.0,"43.707155363146875,-72.29064042453753",1.0,3.0
,2013-04-21 17:05:28,3.0,"43.70730819178383,-72.29083098682922",4.0,3.0
,2013-04-22 18:04:30,7.0,"43.70752456576272,-72.29012686100621",2.0,2.0
,2013-04-24 20:28:35,4.0,"43.70383361977115,-72.28747730662586",3.0,3.0
,2013-04-29 02:28:05,8.0,Unknown,1.0,1.0
,2013-05-01 22:10:33,4.0,Unknown,2.0,3.0
,2013-05-03 18:01:44,8.0,"43.70714137897134,-72.29071016037413",2.0,1.0
,2013-05-10 20:10:04,11.0,"43.70578575320415,-72.28875349174373",1.0,1.0
,2013-05-13 19:08:17,9.0,"43.70377306642512,-72.28776140116048",1.0,1.0
,2013-05-06 19:01:52,5.0,Unknown,2.0,2.0
,2013-05-12 17:38:16,15.0,Unknown,2.0,4.0
,2013-05-10 18:01:21,11.0,"43.70809230725667,-72.28412694395998",1.0,1.0
,2013-05-04 22:01:14,10.0,"43.707177072888065,-72.29092730930216",1.0,1.0
,2013-05-07 17:52:56,4.0,"43.70565234028792,-72.28963802288838",2.0,1.0
,2013-05-13 02:53:33,15.0,"43.64049900762078,-72.21764057956567",2.0,4.0
,2013-05-18 17:55:03,15.0,"43.70721291407551,-72.29065928006904",1.0,1.0
,2013-05-19 17:40:57,3.0,"43.70717475496306,-72.29062391735162",2.0,2.0
,2013-05-21 18:05:40,15.0,"43.70542558639555,-72.28802614647891",1.0,2.0
,2013-05-24 07:56:01,5.0,"43.70705546477196,-72.29062002318801",2.0,2.0
,2013-05-27 01:00:11,9.0,"43.70510624689851,-72.29518489609907",1.0,2.0
,2013-05-30 18:52:17,7.0,"43.70722963681916,-72.29095809155727",1.0,1.0
,2013-05-31 07:53:08,7.0,"43.707175423533876,-72.29072460503018",1.0,1.0
