null,resp_time,hour,location,rate,social
1,2013-03-24 09:49:17,,,,
1,2013-03-24 10:50:55,,,,
"43.70672623,-72.28718757",2013-03-24 10:51:00,,,,
1,2013-03-24 10:50:57,,,,
1,2013-03-24 10:50:59,,,,
,2013-04-03 18:16:17,7.0,"43.71710059,-72.3083916",1.0,1.0
,2013-03-28 20:02:25,7.0,"43.71820403,-72.30818631",1.0,1.0
,2013-04-02 21:28:43,8.0,"43.64985305,-72.31114762",1.0,1.0
,2013-04-01 18:23:12,7.0,"43.70878824,-72.28328871",1.0,1.0
,2013-04-05 18:41:37,7.0,"43.70867495,-72.28248702",1.0,1.0
,2013-04-29 18:51:39,5.0,"43.67081116,-72.25601405",2.0,2.0
,2013-05-13 19:13:29,7.0,"43.70530899,-72.28319773",2.0,1.0
