null,resp_time,hour,location,rate,social
8,2013-03-24 10:46:57,,,,
,2013-03-31 23:50:40,7.0,"43.70535266,-72.28309587",1.0,1.0
7,2013-03-24 10:46:59,,,,
1,2013-03-24 09:56:10,,,,
1,2013-03-24 10:47:05,,,,
"43.70600093,-72.28876321",2013-03-24 10:47:01,,,,
,2013-03-27 18:47:56,8.0,"43.70525296,-72.28308162",2.0,1.0
,2013-03-27 18:47:54,9.0,"43.70546863,-72.28321419",1.0,1.0
,2013-03-27 18:47:57,8.0,"43.70525296,-72.28308162",1.0,1.0
,2013-03-31 23:50:35,8.0,"43.70746063,-72.28315636",1.0,1.0
,2013-03-31 23:50:33,7.0,"43.70530603,-72.28310302",1.0,1.0
,2013-03-31 23:50:42,10.0,"43.70535266,-72.28309587",2.0,1.0
,2013-03-31 23:50:44,7.0,"43.70535266,-72.28309587",3.0,1.0
,2013-03-31 23:50:38,7.0,"43.70523052,-72.28350678",2.0,1.0
,2013-04-01 17:51:05,7.0,"43.70920786,-72.28460593",1.0,1.0
,2013-04-03 17:04:38,6.0,"43.7054161,-72.28299347",3.0,1.0
,2013-04-04 21:59:49,10.0,"43.70552434,-72.28317625",1.0,2.0
,2013-04-05 17:29:22,4.0,"43.70532086,-72.2832369",3.0,2.0
,2013-04-07 18:11:48,6.0,"43.70528579,-72.28310255",2.0,1.0
,2013-04-08 17:14:48,7.0,"43.7053387,-72.28324926",1.0,1.0
,2013-04-09 17:04:54,8.0,"43.705293,-72.28306177",1.0,1.0
,2013-04-10 18:04:46,7.0,"43.70513656,-72.2831101",1.0,1.0
,2013-04-11 19:44:05,10.0,"43.70513656,-72.2831101",3.0,2.0
,2013-04-13 19:54:12,9.0,"43.70757708,-72.28323056",1.0,1.0
,2013-04-15 18:35:31,8.0,"43.70521639,-72.28299915",3.0,1.0
,2013-04-16 18:07:14,8.0,"43.70519796,-72.2831421",2.0,1.0
,2013-04-21 17:17:24,7.0,"43.70528154,-72.28321151",1.0,1.0
,2013-04-22 15:23:43,7.0,"43.70536246,-72.28320682",1.0,1.0
,2013-04-23 18:07:20,7.0,"43.70514059,-72.28261432",2.0,1.0
,2013-04-29 17:09:12,7.0,"43.70490311,-72.28288916",2.0,1.0
,2013-05-12 19:33:46,13.0,"43.7051697,-72.28238955",3.0,1.0
,2013-05-10 17:34:21,15.0,"43.70518948,-72.28302556",1.0,1.0
,2013-05-21 19:00:06,9.0,"43.70528139,-72.28324128",2.0,1.0
