null,resp_time,hour,location,rate,social
1.0,2013-03-24 10:42:50,,,,
,2013-04-01 15:48:30,8.0,"43.70358976,-72.29054215",2.0,1.0
3.0,2013-03-24 10:42:47,,,,
1.0,2013-03-24 10:42:44,,,,
8.0,2013-03-24 10:42:46,,,,
3.0,2013-03-24 10:42:48,,,,
,2013-03-29 16:11:40,8.0,"43.70522803,-72.28957771",2.0,2.0
,2013-03-27 15:43:43,7.0,"43.70648373,-72.28839429",2.0,1.0
,2013-03-27 18:00:17,7.0,"43.70646168,-72.28822731",2.0,1.0
,2013-03-28 18:06:32,7.0,"43.70502111,-72.29058862",2.0,1.0
,2013-03-29 17:13:15,8.0,"43.70355272,-72.29052274",2.0,2.0
,2013-03-30 19:59:34,8.0,"43.70724486,-72.28721651",1.0,1.0
,2013-03-31 19:13:10,9.0,"43.70490618,-72.2903464",1.0,1.0
,2013-04-02 17:48:58,9.0,"43.70358976,-72.29054215",1.0,2.0
,2013-04-03 17:59:47,8.0,"43.70450379,-72.28884561",2.0,1.0
,2013-04-04 18:19:47,8.0,"43.70393687,-72.29111144",2.0,1.0
,2013-04-05 18:03:48,8.0,Unknown,1.0,1.0
,2013-04-06 22:17:11,10.0,"43.703672,-72.29074429",2.0,1.0
,2013-04-07 19:53:52,8.0,"43.70362252,-72.29130382",1.0,1.0
,2013-04-08 18:02:04,7.0,"43.70411779,-72.28816375",2.0,1.0
,2013-04-12 19:34:39,6.0,"43.70364199,-72.29076278",2.0,1.0
,2013-04-09 19:27:14,8.0,Unknown,1.0,3.0
,2013-04-10 17:49:33,6.0,"43.70474513,-72.28856577",3.0,1.0
,2013-04-13 18:22:28,9.0,"43.70364199,-72.29076278",2.0,1.0
,2013-04-11 20:13:47,9.0,Unknown,2.0,1.0
,2013-04-15 17:48:46,5.0,"43.70350683,-72.28981599",2.0,1.0
,2013-04-14 18:30:59,7.0,"43.70348086,-72.29159422",3.0,1.0
,2013-04-16 18:18:09,8.0,"43.70383103,-72.28971738",3.0,1.0
,2013-04-17 18:03:59,7.0,"43.71269528,-72.28398406",2.0,1.0
,2013-04-18 20:39:11,7.0,"43.70378332,-72.29056908",2.0,1.0
,2013-04-19 16:05:53,7.0,"43.70370463,-72.29071195",3.0,1.0
,2013-04-20 16:44:38,7.0,"43.70381863,-72.2910568",2.0,2.0
,2013-04-21 17:00:14,8.0,"43.70389767,-72.29092793",1.0,2.0
,2013-04-22 17:35:24,7.0,"43.70366774,-72.29147122",2.0,2.0
,2013-04-23 16:16:50,8.0,"43.70378422,-72.29157491",3.0,1.0
,2013-04-26 17:03:01,9.0,"43.70381392,-72.29084126",2.0,2.0
,2013-04-26 06:16:24,5.0,"43.70381392,-72.29084126",4.0,2.0
,2013-04-28 18:24:05,7.0,"43.70380827,-72.290783",2.0,1.0
,2013-04-29 17:00:17,6.0,"43.70373463,-72.29053354",3.0,1.0
,2013-04-30 17:10:59,6.0,"43.70376088,-72.29035391",3.0,1.0
,2013-05-01 17:59:42,8.0,"43.70358001,-72.29105521",1.0,1.0
,2013-05-02 17:27:30,8.0,Unknown,2.0,1.0
,2013-05-03 18:00:39,9.0,"43.70360319,-72.29109274",2.0,1.0
,2013-05-05 17:10:15,8.0,"43.70397531,-72.28989529",2.0,1.0
,2013-05-06 17:17:02,7.0,"43.70369577,-72.29064258",1.0,1.0
,2013-05-12 19:13:20,6.0,Unknown,2.0,1.0
,2013-05-07 17:47:22,8.0,"43.70534496,-72.29049134",2.0,2.0
,2013-05-11 19:24:38,10.0,"43.70317722,-72.28939878",2.0,2.0
,2013-05-13 19:05:45,13.0,"43.70339979,-72.28817654",2.0,1.0
,2013-05-04 18:11:34,8.0,"43.70355342,-72.29047722",3.0,1.0
,2013-05-14 17:31:16,9.0,"43.70391463,-72.28988644",3.0,1.0
,2013-05-08 17:36:39,10.0,"43.70444528,-72.29050901",2.0,1.0
,2013-05-11 16:33:40,10.0,"43.70317722,-72.28939878",2.0,2.0
,2013-05-10 17:34:08,9.0,"43.70345091,-72.29056717",1.0,1.0
,2013-05-15 18:07:12,9.0,"43.70374249,-72.29050587",2.0,1.0
,2013-05-19 20:19:33,13.0,"43.70633473,-72.28883226",1.0,1.0
,2013-05-17 19:26:08,8.0,Unknown,1.0,1.0
,2013-05-18 19:14:24,8.0,Unknown,2.0,1.0
,2013-05-20 18:14:03,9.0,Unknown,1.0,1.0
,2013-05-21 16:11:55,7.0,Unknown,1.0,1.0
,2013-05-21 16:12:06,7.0,Unknown,1.0,2.0
,2013-05-22 16:42:22,6.0,"43.70708133,-72.28751809",2.0,1.0
,2013-05-29 17:29:51,1.0,"43.68753666,-72.29250241",1.0,1.0
,2013-05-23 22:49:07,6.0,"43.70675104,-72.28740962",2.0,1.0
,2013-05-24 17:37:36,13.0,"43.70372826,-72.29097234",1.0,1.0
,2013-05-27 18:00:01,13.0,"43.70390249,-72.29064079",3.0,1.0
,2013-05-29 15:44:55,1.0,"43.68753666,-72.29250241",4.0,1.0
,2013-05-25 18:03:10,8.0,"43.70392831,-72.29052029",1.0,1.0
,2013-05-26 17:42:26,9.0,"43.70395666,-72.29093617",1.0,1.0
,2013-05-28 17:19:52,11.0,"43.68753666,-72.29250241",3.0,1.0
