null,resp_time,hour,location,rate,social
1,2013-03-24 09:56:26,,,,
8,2013-03-24 10:52:53,,,,
"43.70525225,-72.28868813",2013-03-24 10:52:55,,,,
"43.70525225,-72.28868813",2013-03-24 10:52:56,,,,
8,2013-03-24 10:52:58,,,,
,2013-03-29 04:21:18,7.0,"43.70551214,-72.283181",2.0,1.0
,2013-03-29 17:34:22,6.0,"43.7054765,-72.2830961",1.0,1.0
,2013-04-01 17:28:27,6.0,"43.70536459,-72.28320162",3.0,2.0
,2013-04-03 18:23:41,5.0,"43.70544082,-72.28316785",2.0,3.0
,2013-04-02 19:26:11,6.0,"43.70536857,-72.2831202",1.0,1.0
,2013-04-04 17:24:45,7.0,"43.70544541,-72.28313092",1.0,1.0
,2013-04-08 05:53:16,9.0,"43.53959054,-72.38995452",1.0,1.0
,2013-04-05 17:29:23,7.0,"43.70539301,-72.28309238",1.0,1.0
,2013-04-08 05:53:25,9.0,"43.53959054,-72.38995452",1.0,1.0
,2013-04-08 17:12:49,8.0,"43.53959054,-72.38995452",1.0,1.0
,2013-04-14 23:19:09,8.0,"43.7053364,-72.28315167",1.0,1.0
,2013-04-09 18:37:36,8.0,"43.70602674,-72.28742674",1.0,1.0
,2013-04-10 19:17:45,8.0,"43.70410839,-72.29042107",1.0,1.0
,2013-04-12 18:50:58,8.0,"43.7032067,-72.29080808",1.0,1.0
,2013-04-15 18:45:32,8.0,Unknown,1.0,1.0
,2013-04-16 17:36:26,7.0,Unknown,1.0,1.0
,2013-04-17 19:14:26,7.0,"43.70545396,-72.28297235",2.0,1.0
,2013-04-18 17:19:51,6.0,"43.7077701,-72.28363396",1.0,1.0
,2013-04-29 18:03:23,8.0,"43.70462528,-72.30440054",1.0,1.0
,2013-04-30 19:20:39,6.0,"43.70462528,-72.30440054",3.0,1.0
,2013-05-02 17:25:56,6.0,"43.70537226,-72.28333742",2.0,1.0
,2013-05-03 18:03:17,6.0,"43.70537226,-72.28333742",2.0,1.0
,2013-05-10 18:58:57,8.0,"43.65861498,-72.24869697",1.0,1.0
,2013-05-06 19:04:11,6.0,"43.70517353,-72.28354394",1.0,1.0
,2013-05-27 17:30:57,4.0,"43.70545577,-72.28364354",3.0,2.0
