null,resp_time,hour,location,rate,social
"43.70643559,-72.28705828",2013-03-24 10:39:37,,,,
1,2013-03-24 10:39:36,,,,
1,2013-03-24 10:43:33,,,,
8,2013-03-24 09:50:20,,,,
,2013-04-10 04:24:46,7.0,Unknown,1.0,1.0
,2013-04-10 03:45:46,8.0,"43.70657715,-72.28645985",1.0,1.0
,2013-04-10 03:45:48,7.0,Unknown,1.0,1.0
,2013-04-10 04:24:44,8.0,"43.70657715,-72.28645985",1.0,1.0
,2013-04-13 06:05:12,8.0,"43.65161386,-72.31003509",1.0,1.0
,2013-04-16 04:21:12,8.0,"43.7008617,-72.28950786",1.0,1.0
,2013-04-17 06:34:08,8.0,"43.65176968,-72.30989016",1.0,1.0
,2013-04-24 18:52:22,8.0,"43.65167079,-72.31001806",1.0,1.0
,2013-04-24 18:52:40,8.0,"43.65167079,-72.31001806",1.0,1.0
,2013-04-25 20:32:15,8.0,"43.70691563,-72.28615388",1.0,1.0
