null,resp_time,hour,location,rate,social
2,2013-03-24 10:37:30,,,,
3,2013-03-24 10:37:32,,,,
"43.70700456,-72.28813458",2013-03-24 10:45:15,,,,
8,2013-03-24 09:54:20,,,,
8,2013-03-24 10:37:28,,,,
,2013-04-03 17:00:15,7.0,"43.70566059,-72.29130704",3.0,3.0
,2013-04-01 22:42:32,7.0,"43.70660193,-72.28760155",2.0,2.0
,2013-04-02 18:00:46,8.0,"43.70546977,-72.29153142",2.0,2.0
,2013-04-03 16:58:35,7.0,"43.70566059,-72.29130704",3.0,3.0
,2013-04-04 19:46:55,8.0,"43.70619631,-72.28823087",1.0,4.0
,2013-04-05 17:12:06,8.0,"43.70549825,-72.29185536",2.0,2.0
,2013-04-07 17:44:35,8.0,"42.36112482,-71.07113958",2.0,2.0
,2013-04-06 17:17:53,8.0,"43.50783677,-72.13449058",2.0,1.0
,2013-04-08 17:08:34,8.0,"43.70560342,-72.29137243",2.0,2.0
,2013-04-10 17:16:08,8.0,"43.70565468,-72.29149208",3.0,1.0
,2013-04-09 17:06:16,7.0,"43.70565715,-72.2915844",2.0,1.0
,2013-04-11 18:53:15,7.0,"43.67572307,-72.27196101",3.0,1.0
,2013-04-12 17:26:57,8.0,"43.70234665,-72.28813935",3.0,2.0
,2013-04-13 17:36:06,9.0,"43.70462998,-72.28974619",2.0,2.0
,2013-04-16 17:45:16,6.0,"43.70574465,-72.29162099",3.0,1.0
,2013-04-14 19:33:04,8.0,"43.70462998,-72.28974619",3.0,1.0
,2013-04-15 17:07:12,7.0,Unknown,2.0,2.0
,2013-04-16 17:45:04,6.0,"43.70584294,-72.29136839",1.0,1.0
,2013-04-17 17:37:19,7.0,"43.70567669,-72.29136528",2.0,2.0
,2013-04-18 17:25:39,8.0,"43.70557117,-72.29109324",2.0,1.0
,2013-04-22 02:18:35,8.0,"44.26410768,-69.80665528",2.0,1.0
,2013-04-26 17:02:44,8.0,"43.70554879,-72.2916246",2.0,1.0
,2013-05-01 18:00:26,8.0,"43.70546467,-72.29120503",2.0,1.0
,2013-05-03 18:28:36,6.0,"43.70548852,-72.2911601",2.0,1.0
,2013-05-10 18:58:38,7.0,"43.70873911,-72.28427701",3.0,1.0
