null,resp_time,hour,location,rate,social
"43.70478674,-72.28850478",2013-03-24 10:39:23,,,,
"43.70478674,-72.28850478",2013-03-24 10:39:29,,,,
3,2013-03-24 10:37:46,,,,
"43.70636947,-72.28703152",2013-03-24 09:50:34,,,,
3,2013-03-24 10:37:43,,,,
3,2013-03-24 10:37:44,,,,
,2013-04-03 18:56:46,8.0,"43.70324769,-72.29030293",1.0,1.0
,2013-03-29 03:23:54,8.0,Unknown,1.0,1.0
,2013-03-29 03:23:55,8.0,Unknown,1.0,1.0
,2013-03-29 17:10:30,8.0,"43.70240618,-72.28732915",1.0,1.0
,2013-03-31 08:47:45,6.0,"42.94097068,-72.52796872",2.0,1.0
,2013-03-31 17:58:30,7.0,"42.94097068,-72.52796872",2.0,1.0
,2013-04-01 17:02:48,8.0,"43.70216667,-72.2862385",1.0,1.0
,2013-04-03 18:56:45,7.0,"43.70216667,-72.2862385",2.0,1.0
,2013-04-06 22:01:59,8.0,"43.70294473,-72.28772261",2.0,1.0
,2013-04-07 18:15:34,8.0,Unknown,3.0,2.0
,2013-04-06 22:01:58,4.0,"43.70294473,-72.28772261",2.0,1.0
,2013-04-06 22:02:02,6.0,"43.70294473,-72.28772261",2.0,1.0
,2013-04-08 20:11:10,8.0,Unknown,3.0,1.0
,2013-04-10 04:00:07,9.0,"43.70260784,-72.28705135",1.0,1.0
,2013-04-10 19:24:21,8.0,"43.70259206,-72.28665032",1.0,1.0
,2013-04-11 19:24:56,7.0,"43.70279814,-72.28714674",1.0,1.0
,2013-04-12 16:37:43,8.0,"43.70266979,-72.28673413",1.0,1.0
,2013-04-13 21:39:41,4.0,"43.69971813,-72.29088714",2.0,1.0
,2013-04-16 17:14:58,7.0,"43.70257447,-72.28689498",1.0,2.0
,2013-04-14 17:04:23,8.0,"40.7742808,-73.96073797",1.0,2.0
,2013-04-15 17:44:22,7.0,"43.70218934,-72.28761108",1.0,1.0
,2013-04-17 16:39:31,7.0,"43.70249632,-72.286166",1.0,1.0
,2013-04-18 17:42:24,4.0,"43.70263246,-72.28706428",3.0,1.0
,2013-04-19 18:01:33,8.0,"43.70254488,-72.28677668",1.0,1.0
,2013-04-20 22:09:21,6.0,"41.23064284,-73.0728831",2.0,1.0
,2013-04-22 17:07:46,8.0,"41.23064284,-73.0728831",1.0,1.0
,2013-04-23 20:58:59,7.0,"41.23064284,-73.0728831",1.0,1.0
,2013-04-26 18:05:02,8.0,Unknown,1.0,1.0
,2013-04-25 04:02:21,7.0,"41.23064284,-73.0728831",1.0,1.0
,2013-04-29 17:11:50,5.0,"43.70652524,-72.28699002",2.0,1.0
,2013-05-01 18:03:03,6.0,"43.70333152,-72.28938876",3.0,1.0
,2013-05-02 19:59:52,9.0,"43.70303414,-72.28449439",1.0,1.0
,2013-05-03 17:59:09,6.0,"43.70451244,-72.28888935",2.0,1.0
,2013-05-06 18:01:06,9.0,Unknown,1.0,1.0
