null,resp_time,hour,location,rate,social
7,2013-03-24 10:42:52,,,,
4,2013-03-24 10:42:53,,,,
"43.70633795,-72.28708513",2013-03-24 10:42:55,,,,
1,2013-03-24 10:44:08,,,,
2,2013-03-24 10:42:56,,,,
1,2013-03-24 10:44:13,,,,
,2013-04-01 18:02:58,7.0,"43.70300616,-72.28763907",1.0,3.0
,2013-03-27 18:02:11,8.0,"43.70687522,-72.28935409",1.0,1.0
,2013-03-27 17:02:13,9.0,"43.70687522,-72.28935409",1.0,2.0
,2013-03-29 17:11:56,7.0,"43.70712161,-72.28902635",1.0,1.0
,2013-03-28 17:17:12,8.0,"43.70725878,-72.28908602999999",1.0,1.0
,2013-03-29 15:37:23,7.0,"43.70740815,-72.28911409",2.0,2.0
,2013-03-31 17:01:50,7.0,"43.70730033,-72.28913193",1.0,2.0
,2013-04-02 17:02:53,9.0,"43.70736968,-72.28918996",1.0,2.0
,2013-04-03 16:46:42,5.0,"43.70759124,-72.28920206",2.0,2.0
,2013-04-03 18:00:25,5.0,"43.70294491,-72.28786798",2.0,1.0
,2013-04-08 04:11:34,9.0,"43.70730177,-72.28915579",1.0,1.0
,2013-04-05 17:17:04,5.0,"43.70500601,-72.28802766",3.0,3.0
,2013-04-06 17:37:36,8.0,"43.70760886,-72.28913276",1.0,1.0
,2013-04-05 18:13:30,5.0,"43.70605791,-72.28694024",1.0,1.0
,2013-04-08 17:16:25,7.0,"43.70518901,-72.2895567",1.0,2.0
,2013-04-09 23:54:28,7.0,"43.70741131,-72.28909446",1.0,1.0
,2013-04-10 18:06:09,5.0,"43.70489004,-72.28783747",4.0,2.0
,2013-04-11 18:11:43,5.0,"43.70288021,-72.29096487",4.0,3.0
,2013-04-11 20:08:12,5.0,"43.70730854,-72.287476",3.0,4.0
,2013-04-12 21:35:54,0.0,"43.70815083,-72.28904366",4.0,3.0
,2013-04-14 19:06:12,5.0,"43.70736373,-72.28909608",1.0,1.0
,2013-04-17 18:31:18,7.0,"43.70739738,-72.28890727",2.0,3.0
,2013-04-18 17:12:56,6.0,"43.70739738,-72.28890727",2.0,2.0
,2013-04-19 03:25:39,6.0,"43.70264346,-72.28707",1.0,2.0
,2013-04-21 16:19:26,6.0,"43.70747855,-72.28919547",2.0,1.0
,2013-04-21 16:07:50,9.0,"43.70747855,-72.28919547",1.0,3.0
,2013-04-21 18:32:30,7.0,"43.70747855,-72.28919547",1.0,1.0
,2013-04-30 17:08:45,0.0,"43.70675911,-72.28704289",4.0,1.0
,2013-05-02 17:31:13,4.0,"43.70562403,-72.28962377",2.0,2.0
,2013-05-03 17:31:35,7.0,"43.70739317,-72.28896594",3.0,1.0
,2013-05-15 17:31:14,8.0,"43.70704503,-72.2889001",1.0,1.0
,2013-05-26 19:49:20,1.0,"43.70732876,-72.28925613",1.0,1.0
,2013-05-29 17:11:13,1.0,Unknown,1.0,1.0
