null,resp_time,hour,location,rate,social
7.0,2013-03-24 09:56:43,,,,
2.0,2013-03-24 10:48:05,,,,
3.0,2013-03-24 10:48:08,,,,
3.0,2013-03-24 10:48:06,,,,
,2013-03-30 20:27:57,9.0,"43.70386706,-72.28368428",2.0,1.0
3.0,2013-03-24 10:48:03,,,,
,2013-03-27 03:43:05,6.0,"43.70675332,-72.2868274",2.0,1.0
,2013-03-27 17:17:48,6.0,"43.70400696,-72.28392317",2.0,1.0
,2013-03-27 18:00:33,6.0,"43.7040066,-72.28391899",2.0,1.0
,2013-03-28 18:03:17,7.0,"43.70381904,-72.28413912",3.0,1.0
,2013-03-29 17:05:04,6.0,"43.70392608,-72.28391071",3.0,1.0
,2013-03-30 10:01:23,7.0,"43.7038505,-72.28368719",1.0,1.0
,2013-03-31 21:37:35,8.0,"43.70384974,-72.28380085",2.0,1.0
,2013-04-02 20:26:05,7.0,"43.70393516,-72.28368383",1.0,1.0
,2013-04-01 18:00:21,7.0,"43.70371391,-72.28343209",2.0,1.0
,2013-04-03 17:57:04,7.0,"43.70391766,-72.28483911",2.0,1.0
,2013-04-04 20:01:54,5.0,"43.70350051,-72.28955671",2.0,1.0
,2013-04-05 17:30:06,7.0,"43.70376232,-72.2840329",2.0,1.0
,2013-04-08 22:50:27,5.0,"42.68157539,-84.64788235",1.0,1.0
,2013-04-10 17:56:11,8.0,"43.70387324,-72.2836399",2.0,1.0
,2013-04-11 09:32:46,9.0,"43.70416133,-72.28362449",2.0,1.0
,2013-04-12 17:49:41,8.0,"43.70398518,-72.28358741",2.0,1.0
,2013-04-11 19:09:21,8.0,"43.70404614,-72.28405349",1.0,1.0
,2013-04-13 22:23:49,7.0,"43.70380812,-72.28401109",3.0,1.0
,2013-04-17 18:01:11,6.0,"43.70758488,-72.28290043",3.0,1.0
,2013-04-15 19:23:38,7.0,"43.70375535,-72.28381706",2.0,1.0
,2013-04-22 19:20:29,7.0,"43.70354163,-72.28381072",2.0,2.0
,2013-04-23 21:32:02,8.0,"43.70425769,-72.28391582",1.0,1.0
,2013-05-02 19:57:07,8.0,"43.70377565,-72.28402126",3.0,1.0
