null,resp_time,hour,location,rate,social
3,2013-03-24 09:51:30,,,,
"43.70476008,-72.28843703",2013-03-24 10:46:20,,,,
"43.70477575,-72.28844073",2013-03-24 10:46:23,,,,
"43.70477575,-72.28844073",2013-03-24 10:46:21,,,,
2,2013-03-24 10:46:25,,,,
,2013-04-02 22:13:17,8.0,"43.70687995,-72.28684036",1.0,1.0
,2013-04-03 17:34:12,7.0,"43.70743771,-72.2862709",1.0,1.0
,2013-04-03 16:31:39,7.0,"43.69212184,-72.26683989",1.0,1.0
,2013-04-04 16:14:15,8.0,"43.69208086,-72.26664611",2.0,1.0
,2013-04-04 18:20:40,8.0,"43.69207668,-72.26667703",1.0,1.0
,2013-04-08 16:40:12,7.0,"43.69220733,-72.26727623",2.0,1.0
,2013-04-05 16:45:49,6.0,"43.69200732,-72.26705782",1.0,1.0
,2013-04-06 16:30:54,6.0,"43.70785555,-72.28572217",1.0,1.0
,2013-04-07 18:06:14,8.0,"43.6922067,-72.26699306",1.0,1.0
,2013-04-17 17:34:48,8.0,"43.69221205,-72.26692546",1.0,1.0
,2013-04-09 16:38:23,8.0,"43.69221111,-72.26702562",1.0,1.0
,2013-04-09 19:36:40,8.0,"43.69188915,-72.26684014",1.0,1.0
,2013-04-10 17:18:04,8.0,"43.69208545,-72.26681348",1.0,1.0
,2013-04-11 17:03:53,8.0,"43.69231687,-72.26692115",1.0,1.0
,2013-04-12 17:00:15,8.0,"43.69236851,-72.26702972",1.0,1.0
,2013-04-15 16:21:52,7.0,"43.69206212,-72.26702576",2.0,1.0
,2013-04-13 19:54:42,8.0,"43.70926341,-72.28546583",2.0,1.0
,2013-04-13 16:49:02,8.0,"43.69220716,-72.26708063",1.0,1.0
,2013-04-18 16:35:37,8.0,"43.69219202,-72.26690084",1.0,3.0
,2013-04-18 16:35:31,8.0,"43.69219202,-72.26690084",1.0,1.0
,2013-04-19 16:59:36,8.0,"43.69231923,-72.26700025",1.0,2.0
,2013-04-20 16:35:33,7.0,"43.6921885,-72.26704181",1.0,2.0
,2013-04-21 17:08:38,8.0,"43.6926262,-72.26656479",1.0,1.0
,2013-04-22 16:09:28,8.0,"43.69228193,-72.26674988",2.0,4.0
,2013-04-25 00:30:16,8.0,"43.69935873,-72.28135033",1.0,4.0
,2013-04-23 17:42:31,7.0,"43.69219598,-72.26719594",1.0,2.0
,2013-04-26 16:26:00,8.0,"43.69217927,-72.26709868",1.0,3.0
,2013-04-25 16:29:51,8.0,"43.69221585,-72.26709452",1.0,1.0
,2013-04-27 17:10:25,8.0,Unknown,1.0,4.0
,2013-04-28 22:12:02,7.0,"43.69230343,-72.26698234",2.0,3.0
,2013-04-29 15:12:41,8.0,"43.69215296,-72.26684735",2.0,3.0
,2013-04-30 15:29:04,8.0,"43.69205554,-72.2671205",1.0,3.0
,2013-05-01 15:04:36,10.0,"43.692330749999996,-72.26683046",1.0,1.0
,2013-05-02 16:26:56,8.0,"43.69204957,-72.26697347",1.0,3.0
,2013-05-03 15:34:27,8.0,"43.69180541,-72.26667398",1.0,4.0
,2013-05-10 17:02:27,12.0,"43.69254978,-72.26711348",1.0,3.0
,2013-05-06 20:10:44,8.0,"43.70691341,-72.28711558",1.0,4.0
,2013-05-08 16:28:08,11.0,"43.69230186,-72.26682816",1.0,4.0
,2013-05-14 17:31:34,12.0,"43.69225,-72.26698519",1.0,1.0
,2013-05-05 17:45:54,7.0,"43.69238395,-72.26701546",1.0,3.0
,2013-05-04 17:11:30,8.0,"43.69208378,-72.26703755",1.0,4.0
,2013-05-15 16:49:18,10.0,"43.69219289,-72.26671048",1.0,1.0
,2013-05-16 17:49:12,17.0,"43.69229577,-72.26673522",1.0,1.0
,2013-05-07 18:24:28,6.0,"43.69255276,-72.26704092",2.0,4.0
,2013-05-09 17:39:26,12.0,"43.69230186,-72.26682816",1.0,3.0
,2013-05-12 04:30:20,14.0,Unknown,1.0,1.0
,2013-05-12 17:05:44,11.0,"43.69220954,-72.26702639",1.0,3.0
,2013-05-13 17:11:27,11.0,"43.69206484,-72.26700327",1.0,3.0
,2013-05-19 17:57:48,12.0,"43.69179308,-72.26678906",1.0,1.0
,2013-05-17 17:44:31,13.0,"43.69229406,-72.26664182",1.0,1.0
,2013-05-18 17:40:21,12.0,"43.6922613,-72.26687932",1.0,1.0
,2013-05-20 16:44:51,12.0,"43.69230186,-72.26692699",1.0,1.0
,2013-05-22 17:41:44,11.0,"43.69230566,-72.26694933",1.0,3.0
,2013-05-23 17:13:35,12.0,"43.69213441,-72.26712004",1.0,3.0
,2013-05-24 17:20:50,11.0,"43.69222786,-72.26719913",1.0,4.0
,2013-05-25 17:43:42,11.0,"43.69476866,-72.27943547",1.0,4.0
,2013-05-27 17:28:33,10.0,"43.69341383,-72.2733575",1.0,4.0
,2013-06-01 19:23:39,12.0,"43.69232465,-72.26672118",1.0,3.0
