Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
1.0,4.0,2013-04-01 18:31:06,,,,,
3.0,3.0,2013-04-02 07:17:20,,,,,
1.0,4.0,2013-04-05 09:26:44,,,,,
,,2013-04-08 19:13:44,1.0,3.0,1.0,3.0,
,,2013-04-10 07:56:25,2.0,4.0,1.0,1.0,
,,2013-04-11 09:40:10,3.0,2.0,1.0,3.0,
,,2013-04-12 08:46:22,1.0,4.0,1.0,2.0,
,,2013-04-14 07:16:18,4.0,1.0,1.0,1.0,
,,2013-04-13 07:41:24,4.0,1.0,1.0,1.0,
,,2013-04-15 06:05:57,1.0,2.0,1.0,4.0,
,,2013-04-18 20:59:23,3.0,2.0,1.0,2.0,null
,,2013-04-21 20:00:17,3.0,2.0,1.0,2.0,"43.70587544,-72.2911665"
,,2013-04-22 20:31:42,1.0,3.0,1.0,4.0,"43.7031993,-72.2904444"
,,2013-04-24 21:18:00,3.0,3.0,1.0,1.0,"43.70392276,-72.28729666"
,,2013-04-27 19:00:25,4.0,1.0,1.0,1.0,"43.71796947,-72.27247143"
,,2013-04-25 18:57:52,4.0,1.0,1.0,1.0,"43.70608389,-72.29104393"
,,2013-04-28 18:30:01,4.0,1.0,1.0,2.0,"43.70301955,-72.29020739"
,,2013-04-29 17:52:04,1.0,3.0,1.0,4.0,"43.70374615,-72.29053936"
,,2013-04-30 18:59:11,4.0,2.0,1.0,1.0,"43.47216071,-71.99885894"
,,2013-05-06 00:09:07,5.0,1.0,1.0,1.0,"43.70420319,-72.28854729"
,,2013-05-27 06:29:07,1.0,4.0,1.0,3.0,"43.70582969,-72.29057957"
,,2013-05-28 19:35:11,2.0,4.0,1.0,2.0,"43.70450738,-72.29025958"
,,2013-06-01 06:03:53,2.0,4.0,1.0,2.0,"43.71929276,-72.27265728"
