Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
2.0,4.0,2013-04-02 06:37:19,,,,,
3.0,2.0,2013-03-29 21:00:35,,,,,
2.0,1.0,2013-03-28 21:04:33,,,,,
2.0,2.0,2013-03-30 21:06:05,,,,,
2.0,2.0,2013-03-31 21:27:52,,,,,
2.0,2.0,2013-04-07 04:04:58,,,,,
,,2013-04-08 04:14:33,2.0,3.0,2.0,3.0,
,,2013-04-09 06:06:02,2.0,1.0,1.0,4.0,
,,2013-04-10 06:02:34,1.0,2.0,2.0,4.0,
,,2013-04-11 06:25:55,1.0,2.0,1.0,4.0,
,,2013-04-13 06:37:45,2.0,2.0,2.0,2.0,
,,2013-04-12 06:10:20,2.0,1.0,3.0,2.0,
,,2013-04-15 06:00:28,1.0,1.0,4.0,1.0,
,,2013-04-14 06:10:20,3.0,2.0,3.0,2.0,
,,2013-04-21 21:58:36,2.0,1.0,5.0,1.0,"43.70364552,-72.29593922"
,,2013-04-22 20:00:18,3.0,1.0,3.0,1.0,"43.70377459,-72.29617515"
,,2013-04-30 07:20:13,1.0,2.0,3.0,1.0,"43.70447388,-72.29152074"
,,2013-05-12 01:57:29,2.0,4.0,2.0,1.0,"43.7026457,-72.29363404"
,,2013-05-13 22:24:35,1.0,2.0,2.0,3.0,"43.70416591,-72.29582511"
,,2013-05-30 02:20:56,1.0,5.0,2.0,1.0,Unknown
