Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
3.0,2.0,2013-03-28 21:04:26,,,,,
1.0,1.0,2013-03-31 21:02:15,,,,,
3.0,1.0,2013-04-02 06:13:04,,,,,
,,2013-04-08 05:16:51,2.0,2.0,4.0,4.0,
2.0,4.0,2013-04-07 04:27:08,,,,,
,,2013-04-09 06:33:50,3.0,3.0,3.0,3.0,
,,2013-04-12 06:01:11,1.0,5.0,5.0,1.0,
,,2013-04-10 06:30:24,2.0,2.0,4.0,4.0,
,,2013-04-11 06:00:20,4.0,4.0,2.0,2.0,
,,2013-04-15 15:43:18,1.0,2.0,5.0,4.0,
,,2013-04-22 01:51:13,5.0,5.0,1.0,1.0,"43.70637584,-72.28364261"
,,2013-04-22 20:04:56,5.0,5.0,1.0,1.0,"43.70648266,-72.28207756"
,,2013-04-24 04:59:57,1.0,1.0,5.0,5.0,"43.70608402,-72.28341837"
,,2013-04-23 06:03:29,5.0,5.0,1.0,1.0,"43.70622524,-72.28299649"
,,2013-04-25 17:50:10,4.0,4.0,2.0,2.0,"43.70624722,-72.28332992"
,,2013-04-26 07:01:41,4.0,4.0,2.0,2.0,"43.70613794,-72.28321669"
,,2013-04-28 19:19:35,3.0,1.0,4.0,5.0,"43.70610441,-72.28297412"
,,2013-04-27 17:18:16,3.0,2.0,3.0,4.0,"43.70597848,-72.2832227"
,,2013-04-26 17:21:55,2.0,2.0,5.0,5.0,"43.70611424,-72.28341297"
,,2013-05-16 22:51:52,1.0,2.0,5.0,5.0,"43.70520101,-72.28370855"
,,2013-05-11 01:59:32,1.0,1.0,5.0,5.0,"43.70613957,-72.28332105"
,,2013-05-14 22:46:21,1.0,2.0,5.0,4.0,"43.70616412,-72.28343833"
,,2013-05-17 22:16:18,3.0,1.0,3.0,5.0,"43.70621458,-72.28339893"
,,2013-05-28 22:14:55,4.0,2.0,2.0,4.0,"43.70604724,-72.28331297"
