Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
2.0,2.0,2013-03-30 21:01:47,,,,,
2.0,1.0,2013-03-27 07:21:45,,,,,
2.0,2.0,2013-03-27 21:02:28,,,,,
3.0,2.0,2013-03-28 21:09:28,,,,,
3.0,2.0,2013-03-29 21:00:41,,,,,
2.0,4.0,2013-04-02 06:03:34,,,,,
1.0,3.0,2013-04-01 08:32:39,,,,,
1.0,4.0,2013-04-04 08:12:59,,,,,
3.0,1.0,2013-04-05 01:42:51,,,,,
,,2013-04-08 04:26:12,1.0,2.0,1.0,5.0,
,,2013-04-09 03:27:22,1.0,2.0,1.0,5.0,
,,2013-04-09 06:32:06,1.0,2.0,1.0,5.0,
,,2013-04-10 06:15:50,2.0,2.0,1.0,3.0,
,,2013-04-11 07:17:35,1.0,2.0,1.0,5.0,
,,2013-04-14 04:16:20,3.0,2.0,1.0,3.0,
,,2013-04-15 06:31:18,4.0,1.0,1.0,3.0,
,,2013-04-12 06:25:02,1.0,3.0,1.0,4.0,
,,2013-04-16 09:21:48,2.0,3.0,1.0,3.0,
,,2013-04-19 08:29:49,2.0,2.0,1.0,4.0,"43.70734975,-72.28629956"
,,2013-04-21 08:12:07,2.0,1.0,1.0,3.0,"43.7067391,-72.28556913"
,,2013-04-21 23:45:47,3.0,3.0,1.0,2.0,"43.7067805,-72.28550931"
,,2013-04-22 20:00:53,3.0,1.0,1.0,4.0,"43.70706454,-72.2854433"
,,2013-04-28 17:41:31,2.0,1.0,1.0,5.0,"43.70670747,-72.28550624"
,,2013-04-26 17:49:38,1.0,3.0,1.0,4.0,"43.70693121,-72.28557612"
,,2013-04-26 05:53:55,1.0,3.0,1.0,4.0,"43.70252387,-72.28969879"
,,2013-04-27 17:38:41,4.0,1.0,1.0,3.0,"43.70709568,-72.28590487"
,,2013-05-01 09:28:30,1.0,3.0,1.0,4.0,"43.70101204,-72.28677708"
,,2013-05-11 05:13:24,1.0,3.0,1.0,4.0,"43.70700456,-72.28598088"
,,2013-05-06 07:30:05,5.0,1.0,1.0,2.0,"43.70706627,-72.28596306"
,,2013-05-03 18:49:14,1.0,4.0,1.0,3.0,"43.70690988,-72.28699822"
,,2013-05-05 07:51:50,2.0,1.0,1.0,4.0,"43.70691192,-72.28587513"
,,2013-05-13 05:30:01,2.0,1.0,1.0,5.0,"43.70743065,-72.286434"
,,2013-05-15 22:21:57,1.0,2.0,1.0,4.0,"43.70246446,-72.28774351"
,,2013-05-10 21:22:05,1.0,3.0,1.0,4.0,"43.70680418,-72.28601166"
,,2013-05-13 20:26:52,1.0,1.0,1.0,5.0,"43.70670191,-72.28568105"
,,2013-05-12 09:04:57,1.0,3.0,1.0,4.0,"43.70701211,-72.28611727"
,,2013-05-17 22:17:19,1.0,2.0,1.0,5.0,"43.70161344,-72.28714129"
,,2013-05-19 21:53:54,3.0,3.0,1.0,2.0,"43.70669977,-72.28545979"
,,2013-05-20 08:27:08,1.0,4.0,1.0,3.0,"43.70754131,-72.28597491"
,,2013-05-21 09:10:28,2.0,3.0,1.0,3.0,"43.70712264,-72.28701115"
,,2013-05-22 08:08:47,1.0,2.0,1.0,4.0,"43.7040776,-72.29042456"
,,2013-05-23 07:43:59,1.0,3.0,1.0,4.0,"43.70693856,-72.28579217"
,,2013-05-24 08:13:57,1.0,3.0,1.0,4.0,Unknown
,,2013-05-31 07:10:42,4.0,3.0,1.0,1.0,"43.70696465,-72.28583899"
,,2013-05-26 09:50:42,1.0,4.0,1.0,3.0,"43.70709334,-72.28524117"
,,2013-06-01 07:06:04,4.0,2.0,1.0,1.0,"43.70717259,-72.2867125"
,,2013-05-29 18:32:45,1.0,5.0,1.0,1.0,"43.70689977,-72.28714289"
