Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
1.0,1.0,2013-04-08 03:54:58,,,,,
,,2013-04-08 04:43:59,4.0,1.0,1.0,1.0,
,,2013-04-09 08:42:44,4.0,1.0,1.0,1.0,
,,2013-04-10 18:48:08,2.0,2.0,1.0,3.0,
,,2013-04-11 06:04:37,2.0,2.0,1.0,3.0,
,,2013-04-12 07:49:35,2.0,2.0,1.0,3.0,
,,2013-04-13 08:01:26,1.0,1.0,2.0,4.0,
,,2013-04-14 06:54:36,2.0,1.0,2.0,4.0,
,,2013-04-21 20:14:46,4.0,1.0,2.0,1.0,"43.71714069,-72.30916315"
,,2013-04-22 20:28:58,3.0,1.0,4.0,1.0,"43.70978582,-72.3084436"
,,2013-06-05 19:21:33,2.0,4.0,1.0,1.0,Unknown
,,2013-06-03 19:00:40,4.0,1.0,1.0,1.0,"43.71654905,-72.30960914"
,,2013-06-04 19:25:27,2.0,3.0,1.0,2.0,"43.70336406,-72.28773371"
