Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
4.0,2.0,2013-03-27 21:43:35,,,,,
4.0,1.0,2013-03-30 21:01:13,,,,,
4.0,2.0,2013-04-03 17:41:04,,,,,
4.0,2.0,2013-04-03 17:41:03,,,,,
,,2013-04-09 06:08:31,1.0,1.0,1.0,4.0,
4.0,1.0,2013-04-09 05:54:25,,,,,
2.0,1.0,2013-04-09 05:54:30,,,,,
4.0,1.0,2013-04-09 05:54:32,,,,,
4.0,3.0,2013-04-09 05:54:22,,,,,
,,2013-04-10 08:20:24,1.0,2.0,2.0,4.0,
,,2013-04-15 08:26:38,1.0,1.0,1.0,5.0,
,,2013-04-12 09:06:37,1.0,1.0,2.0,4.0,
,,2013-04-13 08:56:40,1.0,2.0,1.0,4.0,
,,2013-04-13 19:33:26,1.0,1.0,2.0,5.0,
,,2013-04-14 09:08:07,1.0,1.0,2.0,5.0,
,,2013-04-16 23:50:33,1.0,1.0,1.0,5.0,
,,2013-04-18 21:09:58,1.0,1.0,2.0,5.0,null
,,2013-04-19 02:32:38,1.0,1.0,2.0,5.0,"43.70237732,-72.28914013"
,,2013-04-20 19:42:17,1.0,2.0,1.0,5.0,Unknown
,,2013-04-21 08:48:55,1.0,1.0,2.0,5.0,Unknown
,,2013-04-21 22:09:25,1.0,1.0,2.0,5.0,Unknown
,,2013-04-26 17:17:48,1.0,1.0,2.0,5.0,"43.7060191,-72.28758328"
,,2013-04-28 00:23:16,1.0,1.0,1.0,5.0,"43.70366438,-72.2901632"
,,2013-04-26 09:04:51,1.0,1.0,2.0,5.0,"43.7060191,-72.28758328"
,,2013-04-29 04:28:18,1.0,1.0,1.0,5.0,Unknown
,,2013-05-15 22:23:28,1.0,1.0,1.0,5.0,"43.704622379999996,-72.29115798"
,,2013-05-24 12:06:31,1.0,1.0,1.0,5.0,Unknown
