Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
3.0,1.0,2013-03-28 21:20:09,,,,,
3.0,3.0,2013-04-02 07:30:22,,,,,
,,2013-04-15 23:15:55,3.0,4.0,4.0,1.0,
,,2013-04-09 07:04:06,1.0,1.0,1.0,1.0,
,,2013-04-10 08:15:05,1.0,2.0,2.0,2.0,
,,2013-04-11 07:05:57,2.0,2.0,2.0,2.0,
,,2013-04-12 06:10:53,2.0,2.0,2.0,2.0,
,,2013-04-13 06:06:00,2.0,2.0,1.0,3.0,
,,2013-04-15 23:05:23,1.0,1.0,1.0,3.0,
,,2013-04-23 02:00:58,1.0,1.0,1.0,3.0,"43.70640485,-72.28685946"
,,2013-04-24 17:26:35,1.0,1.0,1.0,1.0,Unknown
,,2013-04-28 19:11:42,1.0,1.0,1.0,1.0,"43.69920201,-72.28970451"
,,2013-05-16 22:58:41,1.0,1.0,2.0,3.0,"43.70662719,-72.28627772"
,,2013-05-15 22:50:23,1.0,1.0,1.0,1.0,"43.70527478,-72.2878615"
,,2013-05-18 23:58:14,1.0,1.0,1.0,1.0,"43.70640288,-72.28703686"
,,2013-05-17 23:04:28,1.0,1.0,1.0,1.0,"43.70640288,-72.28703686"
