Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
4.0,4.0,2013-03-29 00:02:03,,,,,
3.0,2.0,2013-03-27 23:17:38,,,,,
1.0,1.0,2013-03-29 19:21:57,,,,,
1.0,5.0,2013-03-30 18:59:09,,,,,
4.0,3.0,2013-04-01 10:22:05,,,,,
3.0,2.0,2013-04-02 06:36:14,,,,,
,,2013-04-08 04:08:44,2.0,3.0,1.0,1.0,
,,2013-04-09 07:34:53,2.0,3.0,1.0,3.0,
,,2013-04-12 09:17:03,3.0,1.0,3.0,2.0,
,,2013-04-15 16:39:34,2.0,4.0,1.0,1.0,
,,2013-04-21 20:33:14,2.0,4.0,1.0,1.0,"43.70497161,-72.28670851"
,,2013-04-24 17:17:34,2.0,1.0,2.0,3.0,"43.7048191,-72.2868582"
,,2013-04-25 18:07:10,3.0,2.0,3.0,3.0,"43.70453787,-72.28741118"
,,2013-04-28 19:25:25,3.0,3.0,1.0,1.0,"42.34885369,-71.13112232"
