Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
2.0,1.0,2013-03-28 02:23:20,,,,,
1.0,1.0,2013-03-29 16:04:32,,,,,
1.0,3.0,2013-03-28 21:07:40,,,,,
2.0,1.0,2013-03-29 21:00:18,,,,,
3.0,2.0,2013-03-30 04:19:07,,,,,
1.0,1.0,2013-04-04 03:36:51,,,,,
2.0,3.0,2013-04-02 15:10:53,,,,,
2.0,1.0,2013-04-03 21:16:32,,,,,
2.0,1.0,2013-04-05 20:35:08,,,,,
2.0,4.0,2013-04-07 01:58:51,,,,,
1.0,1.0,2013-04-07 04:03:42,,,,,
2.0,3.0,2013-04-08 04:06:28,,,,,
,,2013-04-09 06:13:44,2.0,2.0,2.0,3.0,
,,2013-04-09 20:11:32,1.0,4.0,1.0,1.0,
,,2013-04-10 07:16:12,1.0,4.0,1.0,3.0,
,,2013-04-17 20:27:22,1.0,5.0,1.0,1.0,
,,2013-04-18 21:07:12,1.0,3.0,1.0,2.0,null
,,2013-04-11 15:14:01,1.0,3.0,1.0,2.0,
,,2013-04-14 06:48:33,4.0,3.0,2.0,2.0,
,,2013-04-15 06:10:01,5.0,1.0,1.0,1.0,
,,2013-04-24 22:07:22,1.0,1.0,4.0,3.0,"43.75923622,-72.32892739"
,,2013-04-22 20:25:02,1.0,1.0,1.0,3.0,"43.70043872,-72.28947989"
,,2013-04-28 19:23:48,1.0,5.0,3.0,2.0,Unknown
,,2013-04-25 17:23:18,2.0,4.0,3.0,2.0,"43.70538232,-72.28829514"
,,2013-04-26 17:21:00,1.0,3.0,1.0,2.0,"43.73657036,-72.31722019"
,,2013-05-16 22:21:39,1.0,3.0,1.0,3.0,"41.86801662,-71.42865865"
,,2013-05-15 22:16:13,1.0,2.0,1.0,2.0,"43.7063807,-72.28761844"
,,2013-06-02 19:32:45,1.0,2.0,3.0,2.0,"43.75938059,-72.32893392"
,,2013-06-04 19:44:20,1.0,1.0,1.0,1.0,"43.70027628,-72.29281137"
,,2013-06-07 19:45:55,1.0,3.0,1.0,3.0,"43.7074347,-72.28743734"
,,2013-08-10 03:43:54,1.0,1.0,1.0,1.0,"43.70579481,-72.28577693"
