Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
1.0,3.0,2013-03-27 21:05:13,,,,,
2.0,2.0,2013-03-30 21:35:43,,,,,
2.0,2.0,2013-04-05 18:12:40,,,,,
,,2013-04-08 04:10:23,1.0,1.0,1.0,1.0,
,,2013-04-09 23:54:08,1.0,2.0,2.0,3.0,
,,2013-04-10 07:56:29,4.0,1.0,1.0,1.0,
,,2013-04-12 06:23:43,1.0,4.0,1.0,1.0,
,,2013-04-11 09:44:56,1.0,1.0,1.0,1.0,
,,2013-04-16 16:50:35,3.0,3.0,1.0,2.0,
,,2013-04-11 20:05:30,1.0,3.0,2.0,2.0,
,,2013-04-19 03:22:50,2.0,1.0,3.0,2.0,"43.70264346,-72.28707"
,,2013-04-21 06:17:43,1.0,1.0,5.0,1.0,"43.70724964,-72.28892471"
,,2013-04-21 16:06:23,1.0,1.0,4.0,2.0,"43.70734979,-72.28910436"
,,2013-04-21 20:00:48,1.0,1.0,1.0,1.0,"43.70747855,-72.28919547"
,,2013-04-25 17:16:12,1.0,1.0,1.0,1.0,Unknown
,,2013-04-26 17:16:06,1.0,5.0,1.0,1.0,"43.70659959,-72.28686749"
