Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
1.0,2.0,2013-04-03 16:59:46,,,,,
2.0,3.0,2013-04-01 22:39:54,,,,,
2.0,3.0,2013-04-02 06:16:30,,,,,
3.0,2.0,2013-04-03 02:30:20,,,,,
1.0,1.0,2013-04-07 18:47:45,,,,,
,,2013-04-08 04:07:18,4.0,2.0,1.0,1.0,
3.0,1.0,2013-04-04 23:09:46,,,,,
3.0,2.0,2013-04-05 20:48:09,,,,,
,,2013-04-08 23:25:17,3.0,1.0,2.0,1.0,
2.0,1.0,2013-04-07 04:09:30,,,,,
2.0,3.0,2013-04-06 22:00:33,,,,,
,,2013-04-09 06:22:39,3.0,1.0,2.0,1.0,
,,2013-04-12 22:48:02,2.0,2.0,1.0,2.0,
,,2013-04-10 19:52:43,1.0,2.0,1.0,3.0,
,,2013-04-10 07:39:12,1.0,2.0,1.0,3.0,
,,2013-04-11 06:03:27,1.0,2.0,1.0,3.0,
,,2013-04-12 03:31:26,1.0,2.0,1.0,3.0,
,,2013-04-12 06:12:22,1.0,3.0,1.0,3.0,
,,2013-04-13 06:00:43,2.0,2.0,1.0,2.0,
,,2013-04-14 19:54:22,4.0,1.0,1.0,1.0,
,,2013-04-14 07:49:24,3.0,1.0,1.0,2.0,
,,2013-04-15 02:13:40,4.0,1.0,1.0,1.0,
,,2013-04-16 03:23:58,2.0,2.0,1.0,2.0,
,,2013-04-17 23:23:30,1.0,3.0,1.0,2.0,
,,2013-04-18 20:36:46,2.0,1.0,1.0,2.0,null
,,2013-04-22 02:18:38,2.0,2.0,2.0,1.0,Unknown
,,2013-04-22 02:18:33,2.0,2.0,1.0,2.0,"44.14926882,-69.83901713"
