exercise,have,resp_time,schedule,walk,location
1,2,2013-04-03 02:41:08,2,3,
1,2,2013-04-04 02:10:07,2,2,
2,2,2013-04-06 02:57:51,2,2,
1,2,2013-04-22 04:12:23,2,2,"43.65853317,-72.24871692"
1,2,2013-04-30 02:32:38,2,1,"43.69934723,-72.29020758"
1,2,2013-04-28 00:34:16,2,2,Unknown
1,2,2013-04-29 02:00:16,2,1,"43.65870035,-72.24874161"
1,2,2013-05-08 00:17:06,2,1,Unknown
1,2,2013-05-13 19:40:28,2,5,"43.66723918,-72.25923325"
1,2,2013-05-13 19:40:41,2,5,"43.66723918,-72.25923325"
1,2,2013-05-29 20:00:10,2,1,"43.67176007,-72.26386586"
