null,resp_time,level,location
"43.70493756,-72.28874493",2013-03-24 10:45:11,,
,2013-04-01 00:20:50,1.0,"43.70629771,-72.28833431"
"43.70639722,-72.28701551",2013-03-24 09:47:21,,
2,2013-03-24 10:45:50,,
"43.70493736,-72.28874528",2013-03-24 10:45:09,,
3,2013-03-24 10:45:13,,
,2013-04-01 09:05:49,2.0,"43.70105311,-72.28963051"
,2013-04-01 06:03:11,5.0,"43.70106678,-72.28949426"
,2013-04-01 20:20:40,1.0,"43.7044068,-72.28971584"
,2013-04-03 06:10:32,4.0,"43.70478536,-72.28887601"
,2013-04-03 00:17:57,4.0,"43.70374684,-72.28736928"
,2013-04-02 09:45:47,2.0,"43.7044068,-72.28971584"
,2013-04-01 03:56:25,2.0,"43.70628963,-72.28834634"
,2013-04-01 05:05:10,4.0,"43.70628963,-72.28834634"
,2013-04-04 00:13:51,1.0,"43.70675529,-72.28728531"
,2013-04-04 06:43:54,5.0,"43.70293603,-72.28959821"
,2013-04-05 06:56:11,3.0,"43.70589093,-72.28772656"
,2013-04-05 00:06:43,1.0,"43.70428966,-72.29653853"
,2013-04-06 00:03:13,3.0,"43.7053463,-72.2879193"
,2013-04-06 07:22:17,4.0,"43.70392688,-72.29680224"
,2013-04-07 02:19:09,3.0,Unknown
,2013-04-08 03:25:49,3.0,"43.70581445,-72.28774468"
,2013-04-08 20:00:28,4.0,"43.70597109,-72.28774354"
,2013-04-09 08:01:42,4.0,"43.70303593,-72.28801539"
,2013-04-13 22:03:38,3.0,Unknown
,2013-04-11 22:29:14,3.0,"43.70507731,-72.29020043"
,2013-04-12 22:15:11,1.0,"43.70450188,-72.2971835"
,2013-04-15 16:35:02,3.0,"43.70520754,-72.29021202"
,2013-04-17 08:00:59,3.0,"43.70558876,-72.28733586"
,2013-04-26 18:00:10,3.0,"43.70525386,-72.29094429"
,2013-04-30 04:02:01,3.0,"43.7013129,-72.28953311"
,2013-04-29 04:03:44,3.0,"43.70689092,-72.28720713"
,2013-04-29 00:23:09,3.0,Unknown
,2013-04-29 20:00:10,3.0,"43.70439006,-72.29698883"
,2013-05-02 05:05:41,1.0,"43.70565358,-72.28787758"
,2013-05-06 04:26:38,2.0,"43.705841649999996,-72.28781402"
,2013-05-09 04:11:48,1.0,"43.70588227,-72.28828014"
,2013-05-07 08:13:18,1.0,"43.70033896,-72.28974251"
