null,resp_time,level,location
"43.70634108,-72.2870727",2013-03-24 10:37:35,,
"43.70634108,-72.2870727",2013-03-24 10:37:32,,
"43.70634108,-72.2870727",2013-03-24 10:37:34,,
"43.70632928,-72.28707102",2013-03-24 09:50:27,,
2,2013-03-24 10:43:43,,
,2013-03-28 20:37:20,1.0,"43.70287018,-72.29016014"
,2013-03-28 20:37:21,2.0,Unknown
,2013-03-29 06:59:35,3.0,"43.70274374,-72.28756665"
,2013-03-29 22:30:37,1.0,"43.70429003,-72.28624946"
,2013-03-30 23:21:36,1.0,"43.70405331,-72.28579164"
,2013-04-03 06:06:52,1.0,"43.70388196,-72.28583882"
,2013-04-03 00:00:13,1.0,"43.70388196,-72.28583882"
,2013-04-04 00:11:32,1.0,"43.70403288,-72.28595896"
,2013-04-05 00:00:10,1.0,"43.70475035,-72.28638803"
,2013-04-05 11:08:13,1.0,"43.70475035,-72.28638803"
,2013-04-08 18:52:37,3.0,"43.70586093,-72.28868897"
,2013-04-10 07:06:19,3.0,Unknown
,2013-04-15 00:18:57,2.0,Unknown
,2013-04-17 08:01:32,2.0,"43.70400104,-72.28585139"
,2013-04-18 20:30:25,2.0,"43.70424431,-72.28559775"
,2013-04-16 08:01:47,1.0,"43.70415002,-72.2857329"
,2013-04-16 04:00:05,1.0,"43.70415002,-72.2857329"
,2013-04-15 21:18:13,1.0,"43.70415002,-72.2857329"
,2013-04-18 08:00:08,3.0,"43.70424431,-72.28559775"
,2013-04-18 04:00:14,3.0,"43.70424431,-72.28559775"
,2013-04-25 19:33:17,4.0,Unknown
,2013-04-26 18:35:47,1.0,Unknown
,2013-04-29 00:00:24,2.0,"43.70401485,-72.28565495"
,2013-05-08 18:04:38,4.0,"43.70422252,-72.28584502"
,2013-05-07 10:13:32,1.0,Unknown
