null,resp_time,level,location
"43.70624514,-72.28708367",2013-03-24 11:04:24,,
"43.70624514,-72.28708367",2013-03-24 11:04:28,,
,2013-04-02 03:17:43,1.0,"43.70291844,-72.28747058"
"43.7062285,-72.28708899",2013-03-24 09:48:16,,
"43.70624514,-72.28708367",2013-03-24 11:04:30,,
3,2013-03-24 11:04:26,,
,2013-03-27 02:04:16,2.0,Unknown
,2013-03-27 03:16:03,1.0,Unknown
,2013-03-28 21:18:28,3.0,"43.70582719,-72.28937924"
,2013-03-28 22:07:51,3.0,"43.70582719,-72.28937924"
,2013-03-28 23:12:09,1.0,"43.70582719,-72.28937924"
,2013-03-27 06:15:10,4.0,Unknown
,2013-03-27 09:11:10,4.0,Unknown
,2013-03-27 21:08:59,1.0,"43.70227295,-72.28989198"
,2013-03-27 22:26:57,1.0,"43.70528743,-72.29155419"
,2013-03-27 17:06:46,1.0,Unknown
,2013-03-28 04:53:49,2.0,"43.70528743,-72.29155419"
,2013-03-29 01:54:03,1.0,"43.70582719,-72.28937924"
,2013-03-28 07:56:46,3.0,"43.70528743,-72.29155419"
,2013-03-28 02:42:37,4.0,"43.70528743,-72.29155419"
,2013-03-29 00:10:06,1.0,"43.70582719,-72.28937924"
,2013-03-29 17:42:44,2.0,"43.70350954,-72.28608081"
,2013-03-29 21:04:33,2.0,"43.70350954,-72.28608081"
,2013-03-31 02:53:01,1.0,"43.70350954,-72.28608081"
,2013-03-30 20:38:42,1.0,"43.70350954,-72.28608081"
,2013-04-01 01:40:52,3.0,"43.70316589,-72.2862713"
,2013-04-01 06:26:26,2.0,"43.70712705,-72.28700077"
,2013-04-01 09:21:09,1.0,"43.70326445,-72.28627025"
,2013-04-01 16:49:40,1.0,"43.70326445,-72.28627025"
,2013-04-01 20:30:41,1.0,"43.70536875,-72.29101233"
,2013-04-03 02:31:44,1.0,"43.70237031,-72.28787598"
,2013-04-03 00:00:22,1.0,"43.70237031,-72.28787598"
,2013-04-03 06:38:51,1.0,"43.70237031,-72.28787598"
,2013-04-03 17:37:22,1.0,"43.70237031,-72.28787598"
,2013-04-04 00:17:37,1.0,"43.7052264,-72.28719803"
,2013-04-04 01:56:04,1.0,"43.7052264,-72.28719803"
,2013-04-04 05:51:34,1.0,"43.7052264,-72.28719803"
,2013-04-04 06:00:14,1.0,"43.7052264,-72.28719803"
,2013-04-04 19:44:41,1.0,"43.70301411,-72.28619057"
,2013-04-05 00:00:05,1.0,"43.70345019,-72.28639754"
,2013-04-08 02:54:10,1.0,"43.70278047,-72.28749202"
,2013-04-05 18:16:24,3.0,"43.70342734,-72.28638739"
,2013-04-06 06:10:20,1.0,Unknown
,2013-04-06 01:32:01,1.0,"43.70410077,-72.28719868"
,2013-04-07 02:26:48,1.0,"43.70376214,-72.28616855"
,2013-04-07 01:27:34,1.0,"43.04906525,-71.72455068"
,2013-04-09 09:36:19,1.0,"43.70364811,-72.28649081"
,2013-04-12 02:20:53,2.0,"43.70314121,-72.28659035"
,2013-04-09 22:08:47,1.0,"43.70357235,-72.28662725"
,2013-04-10 10:34:19,3.0,"43.70731779,-72.2868045"
,2013-04-10 17:49:32,3.0,"43.70370174,-72.28680811"
,2013-04-12 06:25:18,2.0,"43.70314121,-72.28659035"
,2013-04-11 03:37:42,1.0,"43.70370174,-72.28680811"
,2013-04-12 12:35:53,2.0,"43.70314121,-72.28659035"
,2013-04-13 01:56:56,2.0,"43.70385469,-72.28643647"
,2013-04-13 11:34:54,2.0,"43.70385469,-72.28643647"
,2013-04-15 04:07:28,2.0,"43.70343873,-72.28651243"
,2013-04-14 05:38:52,2.0,"43.70360138,-72.28652466"
,2013-04-15 07:21:57,3.0,"43.70343873,-72.28651243"
,2013-04-15 20:21:02,2.0,"43.70547864,-72.28756321"
,2013-04-16 04:33:48,2.0,"43.70322923,-72.28831716"
,2013-04-17 05:07:11,2.0,"43.70691883,-72.28761119"
,2013-04-18 20:34:16,3.0,"43.70430223,-72.29046297"
,2013-04-18 06:06:34,2.0,"43.70430223,-72.29046297"
,2013-04-20 20:20:31,2.0,"43.70518194,-72.28800233"
,2013-04-21 20:21:39,3.0,"43.70406215,-72.28755806"
,2013-04-23 23:01:48,2.0,"43.70434734,-72.28679491"
,2013-04-23 06:30:48,2.0,"43.7052687,-72.28811786"
,2013-04-25 00:57:17,3.0,"43.70440204,-72.29052256"
,2013-04-23 08:49:55,2.0,"43.7052687,-72.28811786"
,2013-04-26 07:14:11,3.0,"43.70277439,-72.28880163"
,2013-04-26 19:00:52,2.0,"43.7037697,-72.28671187"
,2013-04-27 00:31:29,3.0,"43.70295661,-72.28995533"
,2013-04-25 21:56:00,3.0,"43.70369581,-72.28686269"
,2013-04-26 08:19:51,2.0,"43.70277439,-72.28880163"
,2013-04-29 00:05:09,2.0,Unknown
,2013-04-29 20:22:45,2.0,Unknown
,2013-05-01 00:13:38,3.0,"43.70327826,-72.28641283"
,2013-05-01 09:16:48,1.0,"43.70708811,-72.28767562"
,2013-05-01 21:55:45,2.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:48,1.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:48,1.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:49,1.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:47,1.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:48,1.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:49,1.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:47,1.0,"43.70708811,-72.28767562"
,2013-05-02 06:11:26,1.0,"43.70086878,-72.28956496"
,2013-05-08 18:57:48,2.0,"43.70429145,-72.29019942"
,2013-05-09 21:59:10,2.0,"43.70454326,-72.2895076"
,2013-05-05 09:19:36,3.0,"43.7037094,-72.28660102"
,2013-05-07 03:53:40,2.0,"43.7049437,-72.28880281"
,2013-05-19 22:36:25,2.0,"43.70573461,-72.28972765"
,2013-05-23 13:39:14,2.0,"43.70447785,-72.29155849"
,2013-05-24 07:10:04,2.0,"43.70328045,-72.28642261"
