null,resp_time,level,location
"43.70631925,-72.28699563",2013-03-24 09:48:49,,
"43.70671572,-72.28787923",2013-03-24 10:51:15,,
,2013-04-02 10:42:51,1.0,"43.70714984,-72.2865919"
,2013-04-02 10:42:53,5.0,"43.69790767,-72.28149864"
1,2013-03-24 10:51:12,,
4,2013-03-24 10:51:10,,
"43.70671572,-72.28787923",2013-03-24 10:51:14,,
,2013-04-03 08:22:11,5.0,"43.70082861,-72.28850443"
,2013-04-04 00:50:57,4.0,"43.70913025,-72.28483736"
,2013-04-03 08:22:13,4.0,"43.70798346,-72.28464632"
,2013-04-05 07:08:11,5.0,"43.70789644,-72.28491183"
,2013-04-06 00:01:13,4.0,Unknown
,2013-04-06 06:03:32,1.0,"43.70811064,-72.28493686"
,2013-04-08 17:55:14,4.0,Unknown
,2013-04-08 20:51:49,5.0,"43.70817226,-72.28527288"
,2013-04-09 04:00:09,1.0,"43.7081686,-72.2852395"
,2013-04-16 08:08:46,5.0,"43.65868105,-72.24849809"
,2013-04-12 22:03:58,5.0,"43.70812325,-72.28512512"
,2013-04-13 22:09:58,5.0,"43.70633768,-72.28331844"
,2013-04-14 22:00:05,5.0,"43.70817954,-72.28501283"
,2013-04-16 08:13:47,5.0,"43.65868105,-72.24849809"
,2013-04-18 08:18:19,5.0,"43.71743737,-72.3069841"
,2013-04-29 20:40:41,4.0,"43.71766669,-72.30692184"
,2013-05-08 18:09:57,1.0,"43.71120009,-72.30761608"
,2013-05-06 04:30:57,1.0,Unknown
,2013-05-05 21:59:28,1.0,Unknown
,2013-05-08 04:06:17,4.0,"43.60611182,-72.18480132"
,2013-05-05 21:59:28,1.0,Unknown
,2013-05-07 18:03:24,1.0,"43.70884065,-72.28601922"
,2013-05-18 02:00:11,2.0,Unknown
,2013-05-20 04:20:54,1.0,"43.70792888,-72.28347897"
,2013-05-20 19:14:35,3.0,"43.71763122,-72.30683875"
,2013-05-25 05:55:17,1.0,"43.70638111,-72.28688318"
