null,resp_time,level,location
"43.70643559,-72.28705828",2013-03-24 09:50:27,,
1,2013-03-24 10:39:36,,
2,2013-03-24 10:39:39,,
2,2013-03-24 10:43:43,,
3,2013-03-24 10:39:38,,
,2013-04-02 20:54:55,1.0,Unknown
,2013-04-10 03:45:49,1.0,Unknown
,2013-04-16 04:21:10,1.0,"43.7008617,-72.28950786"
,2013-04-10 04:24:44,1.0,"43.70657715,-72.28645985"
,2013-04-10 03:45:46,1.0,"43.70657715,-72.28645985"
,2013-04-10 04:24:47,1.0,Unknown
,2013-04-13 06:05:18,1.0,"43.65161386,-72.31003509"
,2013-04-16 04:21:12,1.0,"43.7008617,-72.28950786"
,2013-04-17 06:34:16,1.0,"43.65176968,-72.30989016"
,2013-04-25 20:32:14,1.0,"43.70691563,-72.28615388"
