null,resp_time,level,location
"43.70478674,-72.28850478",2013-03-24 10:37:46,,
4,2013-03-24 10:37:43,,
3,2013-03-24 10:37:45,,
3,2013-03-24 10:39:35,,
"43.70637911,-72.28704324",2013-03-24 09:50:43,,
,2013-03-29 03:23:54,4.0,Unknown
,2013-03-29 19:20:36,4.0,"43.70240618,-72.28732915"
,2013-03-29 03:23:56,1.0,Unknown
,2013-03-29 22:02:15,1.0,"43.70240618,-72.28732915"
,2013-03-29 23:36:49,1.0,"43.70240618,-72.28732915"
,2013-03-31 08:47:46,4.0,"42.94097068,-72.52796872"
,2013-03-31 19:21:11,1.0,"42.94097068,-72.52796872"
,2013-04-03 18:56:44,4.0,"43.70216667,-72.2862385"
,2013-04-06 22:01:55,4.0,"43.70294473,-72.28772261"
,2013-04-06 22:02:01,5.0,"43.70294473,-72.28772261"
,2013-04-07 08:23:52,2.0,Unknown
,2013-04-06 22:01:58,5.0,"43.70294473,-72.28772261"
,2013-04-06 22:01:57,4.0,"43.70294473,-72.28772261"
,2013-04-06 22:01:54,1.0,"43.70294473,-72.28772261"
,2013-04-15 03:54:30,4.0,"40.7744341,-73.9595746"
,2013-04-10 19:24:19,5.0,"43.70285803,-72.28625113"
,2013-04-10 04:00:08,4.0,"43.70260784,-72.28705135"
,2013-04-11 22:00:12,4.0,"43.70279814,-72.28714674"
,2013-04-13 23:43:32,4.0,"43.69971813,-72.29088714"
,2013-04-16 08:03:42,4.0,"43.70247882,-72.2865795"
,2013-04-17 04:00:06,1.0,"43.70301736,-72.28773771"
,2013-04-17 16:39:25,1.0,"43.70249632,-72.286166"
,2013-04-18 12:54:44,3.0,"43.70237328,-72.28670467"
,2013-04-19 01:52:21,2.0,"43.70263246,-72.28706428"
,2013-04-20 22:09:21,1.0,"41.23064284,-73.0728831"
,2013-04-22 05:20:13,4.0,"41.23064284,-73.0728831"
,2013-04-25 04:01:51,4.0,"41.23064284,-73.0728831"
,2013-04-26 18:04:38,1.0,Unknown
,2013-04-29 18:01:38,1.0,"43.70906142,-72.28431236"
,2013-05-03 06:29:27,4.0,"43.7024991,-72.28938342"
