null,resp_time,level,location
3,2013-03-24 10:47:51,,
"43.70643452,-72.28706984",2013-03-24 09:55:52,,
"43.70499462,-72.28868604",2013-03-24 10:47:54,,
3,2013-03-24 10:47:50,,
3,2013-03-24 10:47:55,,
4,2013-03-24 10:47:52,,
,2013-03-29 08:36:43,1.0,Unknown
,2013-03-29 08:36:44,1.0,Unknown
,2013-04-03 06:33:39,3.0,Unknown
,2013-03-30 06:01:48,4.0,"43.70467917,-72.29069521"
,2013-03-31 02:07:22,1.0,"42.66790057,-71.19631465"
,2013-03-31 22:22:47,1.0,"42.24437294,-70.90322291"
,2013-04-05 08:44:38,1.0,"43.70421032,-72.29057014"
,2013-04-09 16:56:35,1.0,"43.70423505,-72.29046602"
,2013-04-17 03:03:40,1.0,"43.70591041,-72.28826857"
,2013-04-17 04:44:50,1.0,"43.70591041,-72.28826857"
