null,resp_time,level,location
3,2013-03-24 10:47:14,,
"43.70602359,-72.28875302",2013-03-24 10:47:01,,
1,2013-03-24 09:56:10,,
"43.70499885,-72.28873948",2013-03-24 10:46:58,,
"43.70410494,-72.28969041",2013-03-24 10:46:59,,
,2013-03-28 00:07:55,1.0,"43.70525296,-72.28308162"
,2013-03-27 18:47:55,4.0,"43.70539962,-72.28318005"
,2013-03-27 18:47:56,5.0,"43.70525296,-72.28308162"
,2013-03-31 23:50:41,1.0,"43.70535266,-72.28309587"
,2013-03-31 23:50:43,1.0,"43.70535266,-72.28309587"
,2013-03-31 23:50:42,4.0,"43.70535266,-72.28309587"
,2013-03-31 23:50:44,5.0,"43.70535266,-72.28309587"
,2013-03-31 23:50:38,5.0,"43.70531824,-72.28324444"
,2013-03-31 23:50:45,5.0,"43.70535266,-72.28309587"
,2013-03-31 23:50:36,1.0,"43.70746063,-72.28315636"
,2013-03-31 23:50:34,5.0,"43.70530653,-72.2831011"
,2013-04-04 06:40:37,5.0,"43.70534515,-72.28302437"
,2013-04-08 03:19:16,5.0,"43.70534173,-72.28309467"
,2013-04-05 09:24:20,5.0,"43.70530239,-72.28298732"
,2013-04-06 16:09:59,2.0,"43.70526886,-72.28305451"
,2013-04-07 06:58:59,1.0,"43.70531188,-72.2828688"
,2013-04-09 08:46:07,1.0,"43.70524283,-72.28301926"
,2013-04-14 22:00:09,4.0,"43.70596852,-72.28292096"
,2013-04-17 16:47:50,2.0,"43.70576695,-72.28327691"
,2013-04-21 17:20:08,2.0,"43.7054039,-72.28307553"
,2013-04-23 18:07:27,1.0,"43.70514059,-72.28261432"
,2013-04-30 05:34:42,5.0,"43.70544773,-72.2831871"
,2013-04-25 18:17:16,1.0,"43.70526733,-72.28318315"
,2013-04-26 18:08:14,1.0,"43.70532515,-72.28309713"
,2013-04-28 20:00:27,2.0,"43.70575204,-72.282746"
,2013-04-29 00:00:35,3.0,"43.70525765,-72.28314671"
,2013-04-29 04:00:06,3.0,"43.70532069,-72.28315218"
,2013-04-29 20:18:19,4.0,"43.70530578,-72.28310068"
,2013-05-12 19:35:12,1.0,"43.70579533,-72.28356911"
