null,resp_time,level,location
3,2013-03-24 10:37:29,,
"43.70700456,-72.28813458",2013-03-24 10:37:33,,
"43.70642048,-72.28715665",2013-03-24 10:37:31,,
"43.70700456,-72.28813458",2013-03-24 10:45:19,,
4,2013-03-24 09:54:30,,
,2013-04-03 01:04:47,3.0,"43.70546977,-72.29153142"
,2013-04-02 21:21:11,1.0,"43.70546977,-72.29153142"
,2013-04-01 23:39:18,3.0,"43.70660194,-72.28760119"
,2013-04-02 01:38:06,1.0,"43.70870397,-72.28732871"
,2013-04-03 08:25:50,1.0,"43.70566059,-72.29130704"
,2013-04-04 00:22:49,3.0,"43.70566059,-72.29130704"
,2013-04-03 06:10:51,1.0,"43.7056535,-72.29132724"
,2013-04-02 18:01:22,1.0,"43.70546977,-72.29153142"
,2013-04-03 06:32:32,3.0,"43.7056535,-72.29132724"
,2013-04-03 16:59:21,2.0,"43.70566059,-72.29130704"
,2013-04-03 22:06:02,1.0,"43.70566059,-72.29130704"
,2013-04-04 20:52:03,1.0,"43.70619631,-72.28823087"
,2013-04-04 06:28:47,2.0,"43.70619631,-72.28823087"
,2013-04-07 00:46:08,1.0,"43.50783677,-72.13449058"
,2013-04-07 08:21:22,5.0,"42.36112482,-71.07113958"
,2013-04-08 03:02:07,1.0,"42.36112482,-71.07113958"
,2013-04-05 00:00:15,1.0,"43.7057636,-72.29169328"
,2013-04-05 00:45:34,1.0,"43.70571517,-72.29143924"
,2013-04-06 06:07:56,4.0,"43.50783677,-72.13449058"
,2013-04-05 06:00:49,1.0,"43.70561216,-72.2912825"
,2013-04-05 08:19:34,3.0,"43.70569846,-72.29141248"
,2013-04-06 00:51:00,1.0,"43.50783677,-72.13449058"
,2013-04-05 18:43:50,1.0,"43.70572255,-72.29124291"
,2013-04-06 04:23:19,4.0,"43.50783677,-72.13449058"
,2013-04-06 07:48:07,1.0,"43.50783677,-72.13449058"
,2013-04-07 07:12:19,4.0,"42.36112482,-71.07113958"
,2013-04-07 18:47:24,1.0,"42.36112482,-71.07113958"
,2013-04-06 21:46:50,4.0,"43.50783677,-72.13449058"
,2013-04-08 23:24:36,1.0,"43.70560342,-72.29137243"
,2013-04-08 04:07:25,1.0,"42.36112482,-71.07113958"
,2013-04-08 20:21:26,1.0,"43.70560342,-72.29137243"
,2013-04-09 03:54:29,1.0,"43.70561818,-72.29128235"
,2013-04-09 04:45:57,1.0,"43.70553987,-72.29142421"
,2013-04-12 22:47:26,2.0,"43.70234665,-72.28813935"
,2013-04-12 18:00:59,3.0,"43.70234665,-72.28813935"
,2013-04-09 15:33:26,1.0,"43.70565715,-72.2915844"
,2013-04-09 21:52:48,1.0,"43.70566653,-72.29162127"
,2013-04-10 07:41:00,1.0,"43.70573552,-72.29175527"
,2013-04-10 19:52:21,1.0,"43.70355489,-72.28875143"
,2013-04-12 01:47:12,1.0,"43.70234665,-72.28813935"
,2013-04-17 04:52:52,3.0,"43.70552776,-72.29144402"
,2013-04-12 03:30:26,1.0,"43.70234665,-72.28813935"
,2013-04-13 21:18:39,1.0,"43.70462998,-72.28974619"
,2013-04-13 05:22:47,3.0,"43.70462998,-72.28974619"
,2013-04-13 23:35:37,1.0,"43.70462998,-72.28974619"
,2013-04-14 22:08:16,3.0,"43.70500487,-72.2905778"
,2013-04-14 19:54:03,1.0,"43.70500487,-72.2905778"
,2013-04-15 20:19:30,1.0,Unknown
,2013-04-16 03:23:43,3.0,Unknown
,2013-04-15 21:57:03,3.0,Unknown
,2013-04-16 04:05:12,3.0,Unknown
,2013-04-17 08:54:52,3.0,"43.70567734,-72.29183525"
,2013-04-17 23:23:06,1.0,"43.70523224,-72.29210557"
,2013-04-18 04:13:14,3.0,"43.70549132,-72.29152094"
,2013-04-18 08:11:11,3.0,"43.70554715,-72.29101972"
,2013-04-18 20:35:39,3.0,"43.70557117,-72.29109324"
,2013-04-22 02:18:35,3.0,"44.26783796,-69.80648763"
,2013-04-22 02:18:38,2.0,Unknown
,2013-04-23 08:10:58,3.0,"43.70565725,-72.29124307"
,2013-04-26 18:02:19,4.0,"43.70523309,-72.29167457"
,2013-04-25 19:48:55,3.0,"43.70536889,-72.29004529"
,2013-04-29 00:05:29,3.0,Unknown
,2013-04-30 04:01:21,3.0,Unknown
,2013-04-30 00:00:07,2.0,"43.705504,-72.29155831"
,2013-05-02 06:26:42,1.0,"43.70564904,-72.29116583"
,2013-05-01 05:09:44,3.0,"43.70569418,-72.29111514"
,2013-05-03 05:09:21,1.0,"43.70559309,-72.29131892"
,2013-05-09 05:23:24,1.0,"43.70569392,-72.290703"
,2013-05-07 20:13:45,1.0,"43.7055733,-72.2912555"
,2013-05-15 20:22:17,1.0,Unknown
,2013-05-16 03:44:06,1.0,"43.70332166,-72.29037768"
,2013-05-08 18:10:13,1.0,"43.70555309,-72.29135445"
,2013-05-08 06:56:53,1.0,"43.70285851,-72.29034375"
,2013-05-20 04:11:34,1.0,"43.70565045,-72.29149641"
,2013-05-21 04:01:45,1.0,"43.7057852,-72.29113678"
,2013-05-24 04:01:39,1.0,Unknown
,2013-05-24 21:33:33,1.0,"43.70496786,-72.29294757"
