null,resp_time,level,location
"43.70642256,-72.28714138",2013-03-24 09:56:31,,
1,2013-03-24 10:52:57,,
1,2013-03-24 10:52:53,,
"43.70676444,-72.28705918",2013-03-24 10:52:58,,
"43.70525225,-72.28868813",2013-03-24 10:52:55,,
,2013-03-29 04:21:16,4.0,"43.70724747,-72.28597144"
,2013-03-29 04:21:18,1.0,"43.70551161,-72.28318081"
,2013-03-30 22:17:06,5.0,"43.70540779,-72.28341488"
,2013-03-31 22:22:15,4.0,"43.70549515,-72.28327246"
,2013-04-02 04:47:35,1.0,"43.70806959,-72.28480897"
,2013-04-03 02:27:13,1.0,"43.69342141,-72.27623288"
,2013-04-03 08:04:56,1.0,"43.69342141,-72.27623288"
,2013-04-04 00:14:01,4.0,"43.64103289,-72.24899344"
,2013-04-03 22:08:02,1.0,"43.70588856,-72.28363762"
,2013-04-04 06:01:04,4.0,"43.64103289,-72.24899344"
,2013-04-05 00:14:18,4.0,"43.70546287,-72.28320823"
,2013-04-05 08:02:03,4.0,"43.70550849,-72.28319954"
,2013-04-06 01:37:46,5.0,"43.70108441,-72.28807194"
,2013-04-06 07:27:02,5.0,"43.70826852,-72.28473529"
,2013-04-09 08:12:08,4.0,"43.70602674,-72.28742674"
,2013-04-10 22:00:35,1.0,"43.70410839,-72.29042107"
,2013-04-11 23:54:11,5.0,"43.7032067,-72.29080808"
,2013-04-12 22:44:21,1.0,"43.7032067,-72.29080808"
,2013-04-13 22:02:49,1.0,"43.7032067,-72.29080808"
,2013-04-14 22:55:29,4.0,"43.7053364,-72.28315167"
,2013-04-16 05:49:11,1.0,Unknown
,2013-04-15 20:21:51,1.0,Unknown
,2013-04-18 05:43:25,2.0,"43.7077701,-72.28363396"
,2013-04-18 08:06:50,1.0,"43.7077701,-72.28363396"
,2013-04-20 03:09:39,4.0,"43.70805402,-72.28407229"
,2013-04-21 04:44:01,1.0,"43.70537548,-72.28346366"
,2013-04-21 19:18:07,2.0,"43.70554288,-72.28320827"
,2013-04-23 02:00:09,3.0,"43.70781043,-72.28349771"
,2013-04-30 00:10:34,1.0,"43.70462528,-72.30440054"
,2013-04-29 04:00:42,3.0,"43.65867191,-72.24868114"
,2013-04-29 20:21:30,1.0,"43.70462528,-72.30440054"
,2013-05-02 05:42:07,1.0,"43.65885093,-72.2488769"
,2013-05-12 21:35:10,3.0,"43.65841652,-72.30653646"
,2013-05-08 19:22:40,1.0,"43.65861498,-72.24869697"
,2013-05-07 21:18:27,5.0,"43.70684457,-72.28736825"
,2013-05-19 19:47:50,1.0,"43.65893664,-72.24866034"
,2013-05-21 09:01:56,1.0,"43.70546541,-72.28275792"
,2013-05-21 19:45:31,1.0,"43.70546541,-72.28275792"
,2013-05-22 19:34:35,1.0,"43.70546541,-72.28275792"
