null,resp_time,level,location
3,2013-03-24 09:49:54,,
,2013-04-01 08:48:08,2.0,"43.70631987,-72.29102945"
"43.70655968,-72.28710482",2013-03-24 10:49:01,,
4,2013-03-24 10:53:24,,
"43.70493909,-72.28852976",2013-03-24 10:53:25,,
4,2013-03-24 10:53:29,,
3,2013-03-24 10:48:59,,
3,2013-03-24 10:53:27,,
4,2013-03-24 10:48:57,,
"43.70493909,-72.28852976",2013-03-24 10:48:56,,
,2013-03-27 22:52:09,1.0,"43.70711081,-72.28617685"
,2013-03-29 00:39:16,2.0,"43.70641892,-72.29107603"
,2013-03-29 06:53:09,3.0,"43.67055143,-72.31802098"
,2013-03-29 09:12:36,4.0,"43.70633345,-72.29084334"
,2013-03-29 21:01:19,1.0,"43.70633345,-72.29084334"
,2013-03-30 19:31:52,1.0,"43.70617004,-72.29083553"
,2013-03-31 10:56:11,5.0,"43.70524858,-72.29046327"
,2013-03-30 09:39:29,2.0,"43.70588361,-72.29057766"
,2013-03-31 06:42:32,3.0,"43.70524858,-72.29046327"
,2013-03-31 21:14:31,1.0,"43.70591455,-72.29054825"
,2013-04-02 01:31:07,4.0,"43.70550138,-72.29129215"
,2013-04-05 22:58:34,4.0,"43.70649383,-72.28807879"
,2013-04-06 08:45:47,1.0,"43.70547806,-72.29117378"
,2013-04-06 01:49:54,1.0,"43.70648019,-72.28808391"
,2013-04-07 09:40:09,2.0,"43.70379372,-72.29020154"
,2013-04-08 08:37:13,1.0,"43.70628881,-72.29056354"
,2013-04-08 20:26:44,1.0,"43.70613935,-72.29098339"
,2013-04-09 04:00:17,3.0,"43.70608703,-72.29127999"
,2013-04-12 08:14:40,2.0,Unknown
,2013-04-09 22:25:56,1.0,"43.70622719,-72.29042601"
,2013-04-09 19:47:34,2.0,"43.70622719,-72.29042601"
,2013-04-12 19:08:43,1.0,"43.70597871,-72.28908972"
,2013-04-12 15:06:39,1.0,"43.70621814,-72.29075864"
,2013-04-13 20:58:42,1.0,"43.70619094,-72.29054811"
,2013-04-14 01:13:20,2.0,"43.70435926,-72.29033729"
,2013-04-14 09:13:10,2.0,"43.70618738,-72.29054297"
,2013-04-14 07:02:36,3.0,"43.70435926,-72.29033729"
,2013-04-14 22:01:04,1.0,"43.70306598,-72.29015459"
,2013-04-15 20:25:28,1.0,"43.70306598,-72.29015459"
,2013-04-17 08:11:45,2.0,"43.70658148,-72.28842709"
,2013-04-18 02:01:09,2.0,Unknown
,2013-04-29 04:00:05,2.0,"43.70677861,-72.28726798"
,2013-05-13 18:05:38,1.0,"43.70574595,-72.29018994"
,2013-05-15 20:00:39,2.0,"43.70638055,-72.29069172"
,2013-05-18 03:32:21,3.0,"43.70636729,-72.29144404"
,2013-05-18 20:06:57,1.0,"43.70672317,-72.29074914"
,2013-05-20 08:51:19,2.0,"43.70661086,-72.28735775"
,2013-05-22 04:06:40,2.0,"43.70634052,-72.29076118"
