null,resp_time,level,location
1,2013-03-24 09:57:15,,
1,2013-03-24 10:51:40,,
Unknown,2013-03-24 10:51:35,,
Unknown,2013-03-24 10:51:37,,
1,2013-03-24 10:51:39,,
,2013-04-03 06:53:52,2.0,"43.68788979,-72.29233141"
,2013-03-30 22:46:23,1.0,"43.70643727,-72.28725238"
,2013-04-03 00:55:05,2.0,"43.70656531,-72.28745368"
,2013-04-04 07:31:50,1.0,"43.69361617,-72.28418761"
,2013-04-05 01:38:47,1.0,"43.70661844,-72.28705878"
,2013-04-05 09:03:45,1.0,"43.69498059,-72.29014274"
,2013-04-06 00:00:55,1.0,"43.6944476,-72.28377596"
,2013-04-06 06:09:23,4.0,"43.70669745,-72.28715961"
,2013-04-08 02:23:45,1.0,"43.70599813,-72.2874325"
,2013-04-09 04:50:36,1.0,"43.70659997,-72.28700136"
,2013-04-09 09:45:14,1.0,"43.70742663,-72.28565936"
,2013-04-16 05:26:34,1.0,Unknown
,2013-04-10 22:20:14,1.0,"43.70670767,-72.28682011"
,2013-04-13 22:21:03,1.0,"43.70664201,-72.28687051"
,2013-04-14 22:07:15,1.0,"43.71420088,-72.27681034"
,2013-04-15 23:00:10,2.0,"43.70623937,-72.28652963"
,2013-04-16 08:14:40,2.0,Unknown
,2013-04-17 08:27:31,1.0,"43.70763358,-72.28826433"
,2013-04-16 22:30:25,2.0,"43.69449058,-72.28438757"
,2013-04-18 04:08:20,2.0,"43.70667457,-72.28699137"
,2013-04-18 09:58:19,1.0,"43.70632597,-72.28692934"
,2013-04-20 08:41:12,1.0,"43.70835688,-72.28276783"
,2013-04-25 19:26:40,1.0,"43.70659881,-72.28704116"
,2013-04-23 09:38:27,1.0,"43.69351826,-72.28905418"
,2013-04-26 18:45:30,1.0,"43.70662402,-72.28686449"
,2013-05-01 00:06:20,3.0,"43.70656948,-72.28758201"
,2013-05-02 06:43:25,3.0,"43.70676322,-72.28683728"
,2013-05-03 05:25:07,2.0,"43.70276553,-72.28905969"
,2013-05-16 02:02:56,1.0,"43.68908865,-72.26922136"
,2013-05-08 04:12:01,1.0,"43.70648777,-72.28702418"
,2013-05-08 19:11:39,1.0,"43.70555413,-72.28776555"
,2013-05-15 02:13:25,1.0,"43.7066907,-72.28717754"
,2013-05-08 08:21:36,1.0,"43.70812303,-72.28339007"
,2013-05-16 20:50:16,2.0,"43.70662719,-72.28627772"
,2013-05-15 19:14:55,1.0,"43.70527478,-72.2878615"
,2013-05-17 19:45:39,1.0,"43.70467217,-72.29006642"
,2013-05-19 09:10:33,1.0,"43.70661275,-72.28699443"
,2013-05-18 02:37:12,1.0,"43.70640288,-72.28703686"
,2013-05-21 07:18:53,2.0,"43.708082,-72.28348521"
,2013-05-20 08:17:49,2.0,"43.7065055,-72.28685125"
,2013-05-22 05:12:13,1.0,"43.70661672,-72.28703044"
,2013-05-22 20:58:17,2.0,"43.70529305,-72.28786129"
,2013-05-23 05:13:39,1.0,"43.7046335,-72.28786491"
,2013-05-24 04:00:19,2.0,"43.70681235,-72.28747066"
