null,resp_time,level,location
"43.70637472,-72.28709213",2013-03-24 09:51:28,,
,2013-03-31 22:14:09,1.0,"43.7067339,-72.28704437"
3,2013-03-24 10:42:40,,
"43.70486805,-72.28845185",2013-03-24 10:42:39,,
"43.706278,-72.28878583",2013-03-24 10:42:42,,
1,2013-03-24 10:48:31,,
,2013-03-30 22:00:20,1.0,"43.70662208,-72.2869472"
,2013-04-04 00:14:49,1.0,"43.70656841,-72.28679952"
,2013-04-03 00:57:25,1.0,"43.70697433,-72.2869782"
,2013-04-03 07:12:13,1.0,"43.7065888,-72.28680205"
,2013-04-04 06:10:14,1.0,"43.70856017,-72.28174284"
,2013-04-05 07:08:29,1.0,"43.70672504,-72.2870343"
,2013-04-06 00:45:20,3.0,"43.70657745,-72.2869133"
,2013-04-06 07:28:27,2.0,"43.70663368,-72.28708155"
,2013-04-07 02:08:11,2.0,"43.70682481,-72.2871297"
,2013-04-08 02:53:16,3.0,"43.70656778,-72.28689107"
,2013-04-09 04:57:14,1.0,"43.7066316,-72.28703118"
,2013-04-09 08:24:56,1.0,"43.70675614,-72.28688978"
,2013-04-13 03:52:47,2.0,"43.70659406,-72.28704229"
,2013-04-16 04:24:06,2.0,Unknown
,2013-04-10 01:00:08,1.0,"43.70647121,-72.28707721"
,2013-04-18 09:35:06,1.0,"43.65177507,-72.31008393"
,2013-04-10 22:08:06,1.0,"43.70673343,-72.28672849"
,2013-04-17 04:08:34,2.0,"43.7065966,-72.28746486"
,2013-04-11 22:24:52,2.0,"43.70678726,-72.28706171"
,2013-04-12 22:08:32,2.0,"43.70671418,-72.28692163"
,2013-04-12 18:39:06,3.0,"43.70667952,-72.2873341"
,2013-04-14 02:32:31,2.0,"43.70691067,-72.28670488"
,2013-04-17 08:55:44,2.0,"43.70660119,-72.28697066"
,2013-04-14 23:37:38,1.0,"43.70641893,-72.28667884"
,2013-04-15 23:18:27,2.0,"43.70655534,-72.28702434"
,2013-04-16 08:59:24,2.0,"43.70670015,-72.28700617"
,2013-04-20 08:49:12,1.0,"37.90335743,-121.72986944"
,2013-04-29 21:59:12,1.0,"43.70668768,-72.28688497"
,2013-04-29 04:31:17,1.0,"43.71658745,-72.27561069"
,2013-04-30 01:35:35,1.0,"43.70666412,-72.28708106"
,2013-04-30 04:11:53,1.0,"43.70666412,-72.28708106"
,2013-05-01 05:07:59,1.0,"43.7064439,-72.28686698"
,2013-05-02 05:13:54,,
,2013-05-03 05:10:25,1.0,"43.70630215,-72.2870075"
,2013-05-07 19:25:16,1.0,"43.70663321,-72.28687714"
,2013-05-09 05:38:45,1.0,"43.70655827,-72.28689597"
,2013-05-16 02:37:15,1.0,"43.70868839,-72.28170061"
,2013-05-07 04:37:01,1.0,"43.70688186,-72.28684469"
,2013-05-06 04:24:22,1.0,"43.70867556,-72.281837"
,2013-05-08 08:07:51,1.0,"43.70765131,-72.28514576"
,2013-05-08 18:32:13,1.0,"43.70661784,-72.28652803"
,2013-05-16 19:58:40,1.0,"43.65178229,-72.30992795"
,2013-05-07 08:07:37,1.0,"43.70688186,-72.28684469"
,2013-05-17 02:57:55,1.0,"43.65178229,-72.30992795"
,2013-05-17 20:02:30,1.0,"43.70553269,-72.29424223"
,2013-05-19 19:46:47,1.0,"43.70649295,-72.28700259"
,2013-05-18 03:08:53,1.0,"43.70649129,-72.28688808"
,2013-05-19 05:23:35,1.0,"43.65198745,-72.30999847"
,2013-05-18 19:29:11,1.0,"43.65173882,-72.30991548"
,2013-05-20 07:52:56,1.0,"43.7071361,-72.2870328"
,2013-05-20 23:28:58,1.0,"43.70818124,-72.28597818"
,2013-05-22 05:22:55,4.0,"43.7069299,-72.28719159"
,2013-05-21 19:29:53,4.0,"43.70681113,-72.2870305"
,2013-05-23 12:15:00,1.0,"43.70662411,-72.28722922"
,2013-05-23 23:24:05,1.0,"43.65172993,-72.31003051"
,2013-05-24 05:27:56,1.0,"43.70331517,-72.2903492"
