null,resp_time,level,location
3,2013-03-24 09:55:46,,
"43.70409141,-72.28921646",2013-03-24 10:51:57,,
,2013-03-30 22:00:45,1.0,"43.70292132,-72.28987847"
"43.70634115,-72.28705332",2013-03-24 10:51:52,,
"43.70409141,-72.28921646",2013-03-24 10:51:54,,
"43.70409141,-72.28921646",2013-03-24 10:51:55,,
,2013-03-27 07:23:24,1.0,"43.70690704,-72.28632015"
,2013-03-29 20:34:22,1.0,"43.70705849,-72.28616283"
,2013-03-27 19:28:55,1.0,"43.70690704,-72.28632015"
,2013-03-27 22:23:23,4.0,"43.70690704,-72.28632015"
,2013-03-28 07:24:33,1.0,"43.70006075,-72.29200001"
,2013-03-28 22:24:20,1.0,"43.70704108,-72.28607855999999"
,2013-03-29 22:19:56,1.0,"43.70715931,-72.2863601"
,2013-03-30 19:10:53,2.0,Unknown
,2013-04-01 08:33:23,1.0,Unknown
,2013-04-02 07:51:04,1.0,"43.70697927,-72.28585464"
,2013-04-03 00:18:18,1.0,"43.70121099,-72.28637004"
,2013-04-03 06:12:05,2.0,"43.70106694,-72.2864999"
,2013-04-04 00:17:41,1.0,"43.70323136,-72.28785021"
,2013-04-04 06:00:08,1.0,"43.69789429,-72.31446361"
,2013-04-04 08:14:08,2.0,"43.70716892,-72.28610704"
,2013-04-08 08:32:10,2.0,"43.7067029,-72.28540419"
,2013-04-05 00:36:36,1.0,"43.7030279,-72.28948573"
,2013-04-05 06:33:16,2.0,"43.70721009,-72.28582282"
,2013-04-06 06:32:39,2.0,"43.70237964,-72.29076988"
,2013-04-07 09:36:40,3.0,"43.70279732,-72.28981833"
,2013-04-08 20:18:42,2.0,"43.70684301,-72.28594477"
,2013-04-09 04:55:27,1.0,"43.68326196,-72.28749992"
,2013-04-09 03:27:27,1.0,"43.68326196,-72.28749992"
,2013-04-09 08:20:28,1.0,"43.70698318,-72.28553059"
,2013-04-09 22:11:07,2.0,"43.70668606,-72.28578397"
,2013-04-11 22:23:13,2.0,"43.70300231,-72.28918281"
,2013-04-10 22:19:15,2.0,"43.70629212,-72.28804473"
,2013-04-11 09:01:57,2.0,"43.70335463,-72.29031856"
,2013-04-17 08:04:22,2.0,"43.7027651,-72.2899934"
,2013-04-12 22:18:01,1.0,"43.70646579,-72.28830733"
,2013-04-13 22:13:27,2.0,"43.70297682,-72.29027506"
,2013-04-16 08:54:36,2.0,"43.70154751,-72.29133289"
,2013-04-15 00:21:18,1.0,"43.70306507,-72.28991765"
,2013-04-14 04:16:50,2.0,"43.70285468,-72.29111293"
,2013-04-15 18:26:12,1.0,"43.70154751,-72.29133289"
,2013-04-15 20:01:31,2.0,"43.70154751,-72.29133289"
,2013-04-16 05:06:52,2.0,"43.70154751,-72.29133289"
,2013-04-17 05:57:03,2.0,"43.70284653,-72.2899152"
,2013-04-18 09:15:46,2.0,"43.70692759,-72.28739722"
,2013-04-18 04:00:27,2.0,"43.69378323,-72.29014069"
,2013-04-19 08:44:44,1.0,"43.70734975,-72.28629956"
,2013-04-21 08:13:25,2.0,"43.7067391,-72.28556913"
,2013-04-23 07:44:51,1.0,"43.70705944,-72.28563764"
,2013-04-29 07:54:28,3.0,"43.70710107,-72.28593983"
,2013-04-25 18:15:34,2.0,"43.70240136,-72.28834841"
,2013-04-26 18:04:38,1.0,"43.70693121,-72.28557612"
,2013-04-29 00:02:59,2.0,"43.70670747,-72.28550624"
,2013-04-29 20:00:01,3.0,"43.70581683,-72.28726988"
,2013-05-01 09:28:03,2.0,"43.70101204,-72.28677708"
,2013-05-02 06:54:17,2.0,"43.70687527,-72.28550074"
,2013-05-03 05:03:29,1.0,"43.70607849,-72.28457859"
,2013-05-06 07:31:51,1.0,"43.70706627,-72.28596306"
,2013-05-09 22:03:11,2.0,"43.70154413,-72.28815252"
,2013-05-07 04:18:44,3.0,"43.70702708,-72.28740368"
,2013-05-15 02:31:56,1.0,"43.70120165,-72.28667414"
,2013-05-08 04:51:02,2.0,"43.70688839,-72.28766405"
,2013-05-08 08:00:08,3.0,"43.70745002,-72.28629793"
,2013-05-14 08:15:23,1.0,"43.70650157,-72.28532126"
,2013-05-16 07:29:55,3.0,"43.70599455,-72.28837514"
,2013-05-04 02:48:55,1.0,"43.70705362,-72.28594706"
,2013-05-07 19:10:01,3.0,Unknown
,2013-05-09 04:16:39,2.0,"43.70672146,-72.28713321"
,2013-05-05 07:54:12,1.0,"43.70691192,-72.28587513"
,2013-05-15 19:14:20,4.0,"43.70246446,-72.28774351"
,2013-05-08 18:00:21,1.0,"43.70702352,-72.28600841"
,2013-05-13 20:27:19,2.0,"43.70670191,-72.28568105"
,2013-05-16 02:18:27,1.0,"43.70246446,-72.28774351"
,2013-05-17 02:07:40,3.0,"43.70125983,-72.28646689"
,2013-05-12 09:06:17,4.0,"43.70701211,-72.28611727"
,2013-05-17 07:25:46,3.0,"43.70714135,-72.28594665"
,2013-05-19 19:25:04,4.0,"43.70669977,-72.28545979"
,2013-05-18 03:58:01,3.0,"43.70161344,-72.28714129"
,2013-05-20 08:26:20,4.0,"43.70754131,-72.28597491"
,2013-05-20 19:43:56,1.0,"43.70708213,-72.2859049"
,2013-05-21 09:12:30,1.0,"43.70712264,-72.28701115"
,2013-05-21 06:01:30,1.0,"43.70708213,-72.2859049"
,2013-05-22 04:13:29,1.0,"43.70703895,-72.28583916"
,2013-05-21 19:14:56,1.0,"43.70703895,-72.28583916"
,2013-05-22 19:19:53,4.0,"43.70693856,-72.28579217"
,2013-05-22 08:10:55,4.0,"43.7040776,-72.29042456"
,2013-05-23 07:43:49,2.0,"43.70693856,-72.28579217"
,2013-05-24 04:49:10,1.0,"43.70722775,-72.28725812"
,2013-05-23 19:22:13,3.0,"43.70707614,-72.28631854"
,2013-05-24 20:04:12,4.0,Unknown
,2013-05-25 04:07:36,1.0,"43.70694759,-72.28585767"
,2013-05-25 08:23:25,3.0,"43.70744109,-72.28667853"
,2013-05-31 07:12:40,5.0,"43.70696465,-72.28583899"
,2013-05-26 09:53:09,2.0,"43.70709334,-72.28524117"
,2013-05-29 18:31:45,4.0,"43.70689977,-72.28714289"
,2013-06-01 07:06:41,4.0,"43.70717259,-72.2867125"
