null,resp_time,level,location
"43.7063577,-72.28700524",2013-03-24 10:02:45,,
"43.7063577,-72.28700524",2013-03-24 10:46:51,,
,2013-04-02 00:30:46,1.0,"43.70535878,-72.28320481"
3,2013-03-24 10:14:04,,
3,2013-03-24 09:54:22,,
"43.7063577,-72.28700524",2013-03-24 10:32:17,,
,2013-04-03 17:35:22,1.0,"43.70553167,-72.28322691"
,2013-03-27 23:51:51,1.0,"43.70561004,-72.28332987"
,2013-03-28 23:28:45,1.0,"43.70551478,-72.28334497"
,2013-03-28 18:22:22,1.0,"43.70545859,-72.28327112"
,2013-03-28 18:22:26,1.0,"43.70540628,-72.28319689"
,2013-03-29 02:32:31,2.0,"43.70562144,-72.28290055"
,2013-03-29 06:00:45,2.0,"43.70542162,-72.28306587"
,2013-03-29 17:21:13,1.0,"43.70562674,-72.28323386"
,2013-03-29 22:13:59,1.0,"43.7090487,-72.28433457"
,2013-04-03 06:01:17,1.0,"43.70555515,-72.28312096"
,2013-03-30 17:15:33,1.0,"43.70543514,-72.2831621"
,2013-03-31 22:00:06,4.0,"43.70546909,-72.28312334"
,2013-03-30 22:57:55,4.0,"43.70560271,-72.28304344"
,2013-03-30 06:04:13,4.0,"43.70552841,-72.28316626"
,2013-03-30 17:15:33,1.0,"43.70543514,-72.2831621"
,2013-03-30 17:15:33,1.0,"43.70543514,-72.2831621"
,2013-03-31 17:12:21,1.0,"43.70546909,-72.28312334"
,2013-04-01 02:39:37,4.0,"43.70560877,-72.2829117"
,2013-04-03 00:42:57,1.0,"43.70521371,-72.28294074"
,2013-04-04 06:31:55,1.0,"43.70550393,-72.28293893"
,2013-04-05 00:03:12,1.0,"43.70517326,-72.28657854"
,2013-04-08 20:01:31,1.0,"43.70649413,-72.28369421"
,2013-04-05 06:01:51,1.0,"43.70538733,-72.28323434"
,2013-04-06 01:10:06,1.0,"43.70565145,-72.28330752"
,2013-04-06 01:10:52,1.0,"43.70565145,-72.28330752"
,2013-04-06 09:21:42,4.0,"43.7052664,-72.28317822"
,2013-04-07 02:02:18,1.0,"43.70642571,-72.28371881"
,2013-04-07 04:16:11,4.0,"43.70563195,-72.28339769"
,2013-04-08 02:52:37,1.0,"43.70539334,-72.28311345"
,2013-04-09 09:03:19,1.0,"43.70558611,-72.28351382"
,2013-04-09 23:15:05,1.0,"43.70790526,-72.28333086"
,2013-04-10 02:36:10,1.0,"43.7056173,-72.2833203"
,2013-04-10 22:01:03,1.0,"43.7056173,-72.2833203"
,2013-04-12 22:41:08,1.0,"43.7054476,-72.28326768"
,2013-04-13 22:01:39,1.0,"43.70260706,-72.28790197"
,2013-04-14 21:59:55,1.0,"43.70574109,-72.28323278"
,2013-04-17 08:33:31,1.0,"43.70524941,-72.28302207"
,2013-04-18 04:01:18,1.0,"43.70555691,-72.2832207"
,2013-04-18 08:07:10,1.0,"43.70543897,-72.28317522"
,2013-04-20 05:03:43,1.0,"43.70535961,-72.28319335"
,2013-04-26 17:59:33,1.0,"43.70879299,-72.28427088"
,2013-04-30 04:00:37,1.0,"43.70530685,-72.28309022"
,2013-05-01 05:01:08,1.0,"43.70531778,-72.28357475"
