null,resp_time,level,location
Unknown,2013-03-30 01:11:14,,
2,2013-03-24 09:48:56,,
"43.70500256,-72.28866813",2013-03-24 10:49:58,,
3,2013-03-24 10:50:00,,
"43.70593753,-72.28873503",2013-03-24 10:50:02,,
Unknown,2013-03-30 01:11:12,,
Unknown,2013-03-30 01:11:12,,
,2013-03-31 02:50:03,4.0,"43.64827459,-72.24550815"
,2013-03-31 02:39:46,4.0,"43.64827459,-72.24550815"
,2013-04-03 00:01:29,1.0,"43.7032657,-72.29045059"
,2013-03-31 19:53:52,4.0,"42.35025658,-71.07655539"
,2013-04-03 06:33:54,1.0,"43.70348694,-72.29093353"
,2013-04-01 18:31:50,1.0,"43.70383924,-72.29026049"
,2013-04-03 18:04:38,1.0,"43.70371584,-72.2909896"
,2013-04-03 02:19:40,1.0,"43.70348694,-72.29093353"
,2013-04-04 01:03:21,1.0,"43.70367648,-72.29094557"
,2013-04-04 08:07:08,4.0,"43.70584223,-72.29075364"
,2013-04-05 00:51:50,1.0,"43.70584223,-72.29075364"
,2013-04-05 06:23:05,1.0,"43.70584223,-72.29075364"
,2013-04-07 21:04:16,4.0,"43.70515516,-72.28939444"
,2013-04-06 23:39:42,4.0,"43.70515516,-72.28939444"
,2013-04-07 03:03:46,4.0,"43.70515516,-72.28939444"
,2013-04-07 00:36:32,4.0,"43.70515516,-72.28939444"
,2013-04-08 02:20:44,4.0,"43.70515516,-72.28939444"
,2013-04-08 19:13:07,4.0,"43.70832897,-72.28441037"
,2013-04-08 20:27:51,4.0,"43.70371352,-72.29119139"
,2013-04-08 22:54:57,1.0,"43.70826063,-72.28421526"
,2013-04-09 09:45:51,4.0,"43.70826063,-72.28421526"
,2013-04-09 22:21:52,4.0,"43.70826063,-72.28421526"
,2013-04-10 19:13:02,4.0,"43.70827877,-72.28438588"
,2013-04-10 07:58:10,4.0,"43.70340811,-72.29061712"
,2013-04-15 20:43:12,1.0,"43.71713165,-72.27145544"
,2013-04-10 22:09:06,4.0,"43.70827877,-72.28438588"
,2013-04-11 22:51:45,1.0,"43.70845191,-72.28419384"
,2013-04-12 17:42:45,4.0,"43.71906267,-72.27262809"
,2013-04-12 22:42:13,4.0,"43.7062746,-72.28944936"
,2013-04-14 22:01:12,1.0,"43.71713165,-72.27145544"
,2013-04-13 07:42:13,4.0,"43.70333989,-72.29049829"
,2013-04-13 23:45:39,4.0,"43.71713165,-72.27145544"
,2013-04-13 05:46:21,4.0,"43.70333989,-72.29049829"
,2013-04-17 04:46:27,1.0,"43.70285908,-72.29002745"
,2013-04-17 08:27:03,4.0,"43.70285908,-72.29002745"
,2013-04-14 07:16:24,1.0,"43.71713165,-72.27145544"
,2013-04-15 18:52:23,1.0,"43.71713165,-72.27145544"
,2013-04-16 04:00:03,1.0,"43.70635749,-72.28923654"
,2013-04-16 08:23:28,1.0,"43.70635749,-72.28923654"
,2013-04-17 00:17:25,1.0,"43.70710027,-72.28737661"
,2013-04-18 10:35:50,4.0,Unknown
,2013-04-18 04:03:17,4.0,Unknown
,2013-04-22 09:17:08,1.0,"43.7031993,-72.2904444"
,2013-04-20 06:10:17,4.0,"43.70587544,-72.2911665"
,2013-04-21 19:02:23,1.0,"43.70587544,-72.2911665"
,2013-04-23 01:10:27,4.0,"43.7031993,-72.2904444"
,2013-04-24 19:04:36,4.0,Unknown
,2013-04-30 04:02:01,4.0,"43.70301124,-72.28963789"
,2013-04-22 20:31:59,4.0,"43.7031993,-72.2904444"
,2013-04-23 10:13:02,4.0,"43.7031993,-72.2904444"
,2013-04-26 18:00:45,1.0,"43.70608389,-72.29104393"
,2013-04-26 07:42:23,1.0,"43.70608389,-72.29104393"
,2013-04-28 20:45:24,1.0,"43.70301955,-72.29020739"
,2013-04-29 00:01:23,1.0,"43.70301955,-72.29020739"
,2013-04-30 00:07:27,1.0,"43.70393053,-72.28997233"
,2013-05-08 18:16:48,1.0,"43.7089232,-72.28415444"
,2013-05-14 19:51:05,1.0,"43.70421817,-72.28966565"
,2013-05-08 02:16:19,1.0,"43.70690225,-72.28707856"
,2013-05-15 02:10:13,1.0,"43.70333692,-72.29043048"
,2013-05-10 18:50:17,1.0,"43.719082,-72.2724696"
,2013-05-06 00:08:50,1.0,"43.70420319,-72.28854729"
,2013-05-06 04:44:49,1.0,"43.70399217,-72.29093645"
,2013-05-18 19:23:13,5.0,Unknown
,2013-05-22 16:10:17,1.0,"43.70680906,-72.28749051"
,2013-05-24 19:18:57,1.0,Unknown
,2013-05-27 06:29:08,4.0,"43.65273307,-72.24424084"
