null,resp_time,level,location
"43.75908069,-72.32885314",2013-03-24 08:40:01,,
"43.75908069,-72.32885314",2013-03-24 08:40:58,,
"43.70677151,-72.28746626",2013-03-25 02:16:45,,
1,2013-03-25 00:00:18,,
1,2013-03-25 02:16:49,,
,2013-03-25 18:54:56,2.0,"43.70692415,-72.2873929"
,2013-03-26 03:33:26,2.0,"43.70555193,-72.28704778"
,2013-03-26 03:33:34,2.0,"43.70555193,-72.28704778"
,2013-03-27 01:12:20,1.0,"43.70678675,-72.28732051"
,2013-03-28 22:19:12,4.0,"43.70032217,-72.28941584"
,2013-03-28 02:25:27,1.0,"43.70508322,-72.28677496"
,2013-03-28 19:25:54,2.0,"43.70541477,-72.28837166"
,2013-03-28 18:43:12,2.0,"43.70514505,-72.28786512"
,2013-03-28 19:17:25,3.0,"43.70492199,-72.28765189"
,2013-03-29 02:05:54,4.0,"43.70671614,-72.28750076"
,2013-03-29 15:57:22,1.0,"43.70466313,-72.30515871"
,2013-03-28 21:08:14,4.0,"43.70540958,-72.28769817"
,2013-03-29 20:54:17,1.0,"43.70045799,-72.28948963"
,2013-03-29 23:08:06,4.0,"43.70045799,-72.28948963"
,2013-03-30 04:19:24,4.0,"43.70664323,-72.28735129"
,2013-03-31 17:54:45,4.0,"43.75914412,-72.32945574"
,2013-03-31 22:55:27,5.0,"43.75933742,-72.32887548"
,2013-04-03 00:40:08,2.0,"43.64517111,-72.34052885"
,2013-04-04 00:27:29,4.0,"43.70708859,-72.28753397"
,2013-04-02 22:17:41,1.0,Unknown
,2013-04-03 16:26:59,1.0,"43.70718896,-72.28657272"
,2013-04-04 14:59:44,1.0,"43.70708859,-72.28753397"
,2013-04-04 19:04:18,2.0,"43.70708859,-72.28753397"
,2013-04-04 23:25:24,4.0,"43.70708859,-72.28753397"
,2013-04-05 15:02:38,2.0,"43.70708859,-72.28753397"
,2013-04-05 18:43:29,1.0,"43.70708859,-72.28753397"
,2013-04-06 00:43:24,1.0,"43.70708859,-72.28753397"
,2013-04-07 04:45:44,5.0,"43.70708859,-72.28753397"
,2013-04-08 03:33:45,3.0,"43.78764103,-72.32252081"
,2013-04-14 22:45:42,3.0,Unknown
,2013-04-15 20:28:29,3.0,"43.70690265,-72.28747561"
,2013-04-09 05:33:43,3.0,"43.75915445,-72.32925527"
,2013-04-10 00:41:58,1.0,"43.70668295,-72.28724732"
,2013-04-09 22:43:48,1.0,"43.70682418,-72.28798538"
,2013-04-12 22:53:40,2.0,"43.70481436,-72.28805954"
,2013-04-18 15:07:40,4.0,"43.7591511,-72.32945525"
,2013-04-16 08:15:29,3.0,"43.75899579,-72.32903844"
,2013-04-16 04:01:35,3.0,"43.75948572,-72.3291779"
,2013-04-17 09:42:38,3.0,"43.75920543,-72.32915097"
,2013-04-18 04:22:25,4.0,"43.70119593,-72.29059041"
,2013-04-25 18:03:17,1.0,"43.70539121,-72.28823469"
,2013-04-23 08:54:58,1.0,"43.75934857,-72.32904627"
,2013-04-26 18:02:19,1.0,"43.73657036,-72.31722019"
,2013-04-29 04:09:07,2.0,Unknown
,2013-04-28 20:00:12,1.0,Unknown
,2013-04-30 04:27:01,3.0,"43.70671166,-72.28752047"
,2013-05-15 02:41:36,4.0,"43.75925379,-72.32896315"
,2013-05-08 18:16:25,1.0,"45.4395125,12.34123283"
,2013-05-08 18:16:24,5.0,"45.43405923,12.34411871"
,2013-05-16 02:11:34,4.0,"43.70577916,-72.28646757"
,2013-05-09 03:44:02,4.0,Unknown
,2013-05-07 00:31:32,1.0,"48.85374768,2.32779888"
,2013-05-15 20:49:45,1.0,"43.70342306,-72.28790457"
,2013-05-17 02:00:27,4.0,"43.6853331,-72.3136472"
,2013-05-17 19:45:07,4.0,"43.7590614,-72.32948628"
,2013-05-18 02:29:17,4.0,Unknown
,2013-05-20 04:03:56,1.0,"43.75896264,-72.32915927"
,2013-05-21 15:57:18,2.0,"43.71426733,-72.30833474"
,2013-05-22 04:11:19,1.0,"43.70685166,-72.28720734"
,2013-05-22 20:03:32,1.0,"43.70092569,-72.2894562"
,2013-05-22 19:41:14,1.0,"43.70092569,-72.2894562"
,2013-05-23 17:06:35,1.0,Unknown
,2013-05-24 07:08:54,1.0,"43.7030517,-72.28273911"
,2013-05-23 19:19:10,1.0,Unknown
,2013-05-25 04:00:14,2.0,"38.90571134,-77.03395507"
,2013-05-24 21:26:10,1.0,"43.70090859,-72.28580049"
,2013-05-25 06:14:16,1.0,"38.9057069,-77.03396292"
,2013-05-25 15:53:56,2.0,Unknown
,2013-05-25 16:39:10,3.0,Unknown
,2013-06-03 06:00:04,1.0,"43.75910573,-72.32818315"
,2013-08-07 01:48:04,1.0,"43.7020707,-72.28920131"
,2013-08-08 00:47:33,3.0,"43.71339054,-72.30883507"
,2013-08-10 03:44:40,1.0,"43.70579481,-72.28577693"
,2013-08-16 00:56:08,2.0,"43.70670762,-72.28743459"
