null,resp_time,level,location
3,2013-03-24 10:42:55,,
"43.70633795,-72.28708513",2013-03-24 10:42:52,,
"43.70642612,-72.28756405",2013-03-24 10:44:17,,
3,2013-03-24 10:42:54,,
,2013-04-03 08:44:51,1.0,"43.70765942,-72.28908826"
,2013-03-27 16:34:07,4.0,"43.70732226,-72.28906248"
,2013-03-29 22:39:25,1.0,"43.707134,-72.28674202"
,2013-03-30 22:11:00,4.0,"43.70755751,-72.28917613"
,2013-04-05 08:53:21,1.0,"43.70745812,-72.28921487"
,2013-04-05 18:13:44,1.0,"43.70605791,-72.28694024"
,2013-04-08 20:26:10,1.0,"43.70776193,-72.28440587"
,2013-04-09 04:05:49,1.0,"43.70476091,-72.28976384"
,2013-04-09 23:54:24,1.0,"43.70741131,-72.28909446"
,2013-04-15 20:25:45,3.0,"43.7074571,-72.28913868"
,2013-04-19 03:25:51,1.0,"43.70264346,-72.28707"
,2013-04-20 06:15:26,1.0,"43.70724964,-72.28892471"
,2013-04-21 16:06:56,1.0,"43.70747,-72.28925023"
,2013-04-26 18:32:37,3.0,"43.70659959,-72.28686749"
,2013-04-30 04:00:12,3.0,"43.70729549,-72.28666352"
,2013-04-30 00:09:02,3.0,"43.70755542,-72.28919066"
