null,resp_time,level,location
3,2013-03-24 10:37:47,,
"43.70413179,-72.28882107",2013-03-24 10:37:49,,
1,2013-03-24 10:37:50,,
"43.70413179,-72.28882107",2013-03-24 10:43:13,,
2,2013-03-24 10:37:45,,
,2013-03-27 23:02:28,4.0,Unknown
,2013-03-27 23:02:28,4.0,Unknown
,2013-03-29 05:55:38,1.0,Unknown
,2013-03-29 23:13:56,1.0,Unknown
,2013-04-03 07:55:14,1.0,"43.70432872,-72.28591216"
,2013-04-04 06:59:07,1.0,"43.70438934,-72.28838254"
,2013-04-06 06:06:07,1.0,"43.70560445,-72.28333068"
,2013-04-07 06:14:26,1.0,"43.70539662,-72.28302349"
,2013-04-08 02:41:13,1.0,"43.70541678,-72.28325524"
,2013-04-11 23:27:13,2.0,"43.70644022,-72.28264149"
