null,resp_time,level,location
2,2013-03-24 10:37:26,,
"43.70642019,-72.28709812",2013-03-24 10:42:25,,
"43.70642019,-72.28709812",2013-03-24 09:47:56,,
3,2013-03-24 10:37:24,,
3,2013-03-24 10:37:22,,
,2013-03-28 22:18:18,4.0,Unknown
,2013-03-29 22:10:20,1.0,"43.70360724,-72.29640518"
,2013-04-03 01:50:57,2.0,"43.70375564,-72.296021"
,2013-03-30 22:09:01,1.0,"43.7037725,-72.29602645"
,2013-03-31 22:00:15,4.0,"43.70400733,-72.29568279"
,2013-04-01 18:21:34,2.0,"43.70412701,-72.29543193"
,2013-04-03 06:08:29,2.0,"43.70375564,-72.296021"
,2013-04-04 06:00:13,2.0,"43.70403059,-72.29608355"
,2013-04-05 06:42:36,1.0,"43.70336187,-72.29657414"
,2013-04-06 01:05:40,4.0,"43.70518052,-72.28847409"
,2013-04-06 06:35:58,1.0,"43.70518052,-72.28847409"
,2013-04-08 02:00:25,4.0,"43.70374466,-72.29602394"
,2013-04-08 20:04:12,4.0,"43.70711139,-72.28597263"
,2013-04-09 04:03:45,4.0,"43.70568599,-72.28783925"
,2013-04-15 20:32:34,4.0,"43.70369666,-72.29597969"
,2013-04-09 08:07:27,4.0,"43.70367226,-72.29609228"
,2013-04-10 03:20:05,1.0,"43.70356543,-72.29661063"
,2013-04-11 22:01:31,4.0,"43.70730744,-72.28556254"
,2013-04-09 20:06:02,4.0,"43.70356543,-72.29661063"
,2013-04-09 22:00:38,4.0,"43.70356543,-72.29661063"
,2013-04-10 22:00:07,1.0,"43.70332015,-72.29598121"
,2013-04-10 10:57:25,1.0,"43.70332015,-72.29598121"
,2013-04-10 23:22:00,4.0,"43.70589712,-72.28946922"
,2013-04-11 03:09:35,4.0,"43.70140891,-72.28826401"
,2013-04-16 08:37:34,4.0,"43.70369666,-72.29597969"
,2013-04-12 03:09:43,4.0,"43.70730744,-72.28556254"
,2013-04-12 23:05:40,1.0,"43.70368617,-72.29580241"
,2013-04-12 06:11:31,4.0,"43.70247957,-72.28853107"
,2013-04-13 22:34:30,4.0,"43.70351337,-72.29604785"
,2013-04-14 22:00:07,1.0,"43.70362837,-72.29609942"
,2013-04-17 09:14:18,3.0,"43.70329363,-72.2904394"
,2013-04-17 04:01:21,2.0,"43.70370911,-72.29582755"
,2013-04-18 08:00:52,4.0,"43.70351032,-72.29612362"
,2013-04-18 04:00:20,4.0,"43.70351032,-72.29612362"
,2013-04-20 05:11:31,5.0,"43.70375648,-72.29575915"
,2013-04-30 00:00:04,2.0,"43.70489887,-72.29225887"
,2013-04-30 07:23:10,3.0,"43.70444278,-72.29423807"
,2013-04-29 00:00:08,2.0,"43.70349058,-72.29630285"
,2013-04-29 04:00:00,2.0,"43.70349058,-72.29630285"
,2013-04-29 20:00:04,3.0,"43.70352854,-72.29607494"
,2013-04-30 07:19:16,3.0,"43.70351749,-72.29606608"
,2013-05-02 05:24:05,2.0,"43.70366156,-72.29600886"
,2013-05-01 05:03:10,3.0,"43.70090072,-72.28811252"
,2013-05-16 19:33:14,3.0,"43.70368448,-72.29611307"
,2013-05-15 03:52:02,3.0,"43.70368448,-72.29611307"
,2013-05-08 04:26:15,3.0,"43.70125389,-72.28827114"
,2013-05-07 20:24:32,3.0,"43.70353749,-72.29596044"
,2013-05-08 20:11:09,3.0,Unknown
,2013-05-06 04:30:33,3.0,"43.70240731,-72.28871106"
,2013-05-07 05:49:56,3.0,"43.70353749,-72.29596044"
,2013-05-15 19:13:16,3.0,"43.70368448,-72.29611307"
,2013-05-18 02:56:36,3.0,"43.70340016,-72.29598785"
,2013-05-18 20:36:51,3.0,"43.70340016,-72.29598785"
,2013-05-19 04:21:15,3.0,"43.70340016,-72.29598785"
,2013-05-22 04:02:24,3.0,"43.70344151,-72.29635117"
,2013-05-24 04:00:22,3.0,"43.70364386,-72.29648143"
,2013-05-24 22:06:06,4.0,"43.70363097,-72.29625958"
,2013-05-30 02:20:26,2.0,Unknown
