null,resp_time,anxious,calm,conventional,critical,dependable,disorganized,enthusiastic,experiences,reserved,sympathetic,location
2,2013-03-30 11:34:01,,,,,,,,,,,
3,2013-03-28 06:00:46,,,,,,,,,,,
4,2013-03-31 07:15:51,,,,,,,,,,,
2,2013-04-01 22:07:23,,,,,,,,,,,
4,2013-04-01 20:29:48,,,,,,,,,,,
,2013-04-08 21:00:23,1.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,
2,2013-04-06 21:12:06,,,,,,,,,,,
5,2013-04-07 21:12:30,,,,,,,,,,,
,2013-04-08 06:43:49,1.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,
,2013-04-09 01:11:50,2.0,4.0,2.0,2.0,3.0,1.0,5.0,4.0,1.0,3.0,
,2013-04-09 20:06:16,1.0,5.0,5.0,1.0,3.0,3.0,1.0,4.0,5.0,4.0,
,2013-04-10 23:23:39,3.0,4.0,4.0,4.0,5.0,1.0,3.0,2.0,2.0,3.0,
,2013-04-12 06:10:52,1.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,3.0,
,2013-04-12 00:34:28,1.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,
,2013-04-12 03:10:22,1.0,4.0,1.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,
,2013-04-17 20:28:15,4.0,4.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0,3.0,
null,2013-04-18 20:16:48,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,
"43.70410502,-72.29484537",2013-04-22 10:18:44,2.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,4.0,
,2013-04-30 07:21:26,4.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,"43.70495251,-72.29228737"
,2013-05-13 22:24:58,3.0,5.0,4.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,"43.70416591,-72.29582511"
,2013-05-12 01:57:29,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,"43.702545,-72.29283001"
,2013-05-15 01:50:36,2.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,"43.70368448,-72.29611307"
,2013-05-30 02:21:15,4.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,Unknown
