null,resp_time,anxious,calm,conventional,critical,dependable,disorganized,enthusiastic,experiences,reserved,sympathetic,location
4,2013-03-28 06:50:41,,,,,,,,,,,
3,2013-04-01 22:04:18,,,,,,,,,,,
3,2013-04-06 21:27:33,,,,,,,,,,,
2,2013-04-07 21:20:22,,,,,,,,,,,
,2013-04-08 22:28:19,5.0,1.0,2,4.0,5.0,1.0,1.0,4.0,5.0,2.0,
,2013-04-17 20:05:59,5.0,1.0,2,5.0,5.0,2.0,1.0,4.0,5.0,5.0,
,2013-04-14 21:04:52,5.0,2.0,1,5.0,5.0,1.0,4.0,5.0,5.0,3.0,
,2013-04-17 02:32:38,5.0,1.0,1,5.0,2.0,1.0,5.0,5.0,1.0,4.0,
5,2013-04-18 20:01:05,2.0,5.0,1,3.0,5.0,4.0,3.0,5.0,5.0,3.0,
"43.70610855,-72.28339435",2013-04-19 19:34:23,4.0,5.0,2,5.0,5.0,1.0,1.0,2.0,5.0,2.0,
"43.7061485,-72.28335395",2013-04-21 04:34:43,1.0,5.0,1,1.0,4.0,2.0,4.0,5.0,2.0,5.0,
"43.70630681,-72.28354964",2013-04-22 01:51:37,4.0,2.0,4,5.0,5.0,1.0,2.0,4.0,1.0,2.0,
"43.70620165,-72.28339409",2013-04-24 00:08:17,1.0,3.0,1,4.0,5.0,1.0,5.0,5.0,1.0,5.0,
"43.70611573,-72.28348774",2013-04-24 05:00:22,1.0,5.0,1,5.0,5.0,1.0,3.0,5.0,5.0,3.0,
"43.7062243,-72.28305543",2013-04-23 06:03:51,5.0,1.0,1,5.0,5.0,1.0,5.0,1.0,1.0,2.0,
,2013-04-26 20:35:25,1.0,1.0,1,5.0,5.0,1.0,5.0,5.0,5.0,3.0,"43.70605151,-72.28333334"
,2013-04-29 16:02:24,4.0,1.0,4,4.0,4.0,4.0,1.0,1.0,5.0,3.0,"43.70601124,-72.28339159"
,2013-04-29 05:20:02,5.0,1.0,1,4.0,5.0,1.0,5.0,5.0,1.0,1.0,"43.70613319,-72.28330147"
,2013-05-11 01:59:56,4.0,1.0,3,5.0,5.0,4.0,1.0,1.0,5.0,2.0,"43.70608111,-72.28341138"
,2013-05-11 18:12:36,3.0,2.0,1,1.0,3.0,1.0,5.0,5.0,1.0,3.0,"43.70609508,-72.28335958"
,2013-05-17 01:49:12,2.0,3.0,null,3.0,4.0,1.0,5.0,4.0,4.0,4.0,"43.63580557,-72.31748224"
,2013-05-16 01:23:10,5.0,1.0,1,5.0,5.0,1.0,3.0,5.0,1.0,2.0,"43.70619613,-72.28324775"
,2013-05-18 22:15:52,4.0,2.0,1,1.0,4.0,1.0,5.0,5.0,5.0,5.0,"43.70364918,-72.30195076"
,2013-05-18 00:05:00,4.0,3.0,4,3.0,1.0,4.0,1.0,3.0,5.0,4.0,"43.70617752,-72.28337798"
,2013-05-28 07:44:08,4.0,1.0,3,1.0,3.0,1.0,5.0,5.0,1.0,5.0,"43.70611541,-72.28338673"
