null,resp_time,location,number
"43.70642612,-72.28756405",2013-03-24 10:42:57,,
"43.70633828,-72.2870846",2013-03-24 10:42:52,,
"43.70633795,-72.28708513",2013-03-24 10:42:55,,
1,2013-03-24 10:44:15,,
3,2013-03-24 10:42:54,,
,2013-03-27 16:52:43,"43.70687522,-72.28935409",3.0
,2013-03-28 17:59:03,"43.70725878,-72.28908602999999",3.0
,2013-03-29 07:07:41,"43.70732982,-72.28913201",3.0
,2013-03-30 08:07:09,"43.70753673,-72.28928834",2.0
,2013-03-31 06:15:39,"43.70715631,-72.28913382",2.0
,2013-04-05 18:13:40,"43.70605791,-72.28694024",3.0
,2013-04-05 18:13:33,"43.70605791,-72.28694024",1.0
,2013-04-06 04:09:51,"43.7070722,-72.28918173",2.0
,2013-04-08 07:25:23,"43.70736049,-72.28920014",1.0
,2013-04-08 04:11:41,"43.70730177,-72.28915579",3.0
,2013-04-10 20:36:03,"43.70155456,-72.28823683",3.0
,2013-04-11 20:02:14,"43.70730854,-72.287476",2.0
,2013-04-11 20:08:17,"43.70730854,-72.287476",2.0
,2013-04-17 07:13:08,"43.70498286,-72.28791117",3.0
,2013-04-12 21:02:25,"43.70728713,-72.28820549",1.0
,2013-04-19 03:25:47,"43.70264346,-72.28707",2.0
,2013-04-21 06:17:38,"43.70724964,-72.28892471",2.0
,2013-04-21 16:06:44,"43.70734979,-72.28910436",1.0
,2013-04-22 07:43:30,"43.70610767,-72.28849979",1.0
,2013-04-23 07:40:26,"43.70728871,-72.28933649",1.0
,2013-05-03 16:18:18,"43.70739317,-72.28896594",1.0
,2013-05-28 02:52:32,"43.70735666,-72.2890518",1.0
