null,resp_time,location,number
"43.75908069,-72.32885314",2013-03-24 08:39:53,,
"43.75908069,-72.32885314",2013-03-24 08:40:55,,
4,2013-03-24 08:39:50,,
3,2013-03-25 02:16:15,,
"43.75885953,-72.32939114",2013-03-24 22:11:35,,
,2013-03-26 02:21:23,Unknown,5.0
,2013-03-26 22:51:41,"43.70759062,-72.28510298",1.0
,2013-03-26 20:13:18,"43.70697406,-72.28758978",1.0
,2013-04-03 21:16:37,"43.70708859,-72.28753397",3.0
,2013-03-27 23:09:03,"43.70863158,-72.2842741",4.0
,2013-03-28 02:25:20,"43.70517792,-72.28685304",3.0
,2013-03-29 16:03:43,"43.70546998,-72.28794136",4.0
,2013-03-29 05:14:08,"43.70674964,-72.2875834",4.0
,2013-03-29 06:00:01,"43.70674964,-72.2875834",4.0
,2013-03-30 06:07:28,"43.70664323,-72.28735129",4.0
,2013-03-31 06:11:24,"43.75941375,-72.32875076",2.0
,2013-04-01 07:41:16,"43.75907887,-72.32921107",2.0
,2013-04-04 03:36:56,"43.70708859,-72.28753397",3.0
,2013-04-03 04:57:43,"43.787638,-72.32241148",2.0
,2013-04-05 04:20:58,"43.70708859,-72.28753397",4.0
,2013-04-05 20:38:43,"43.70708859,-72.28753397",5.0
,2013-04-08 08:08:04,"43.78764103,-72.32252081",4.0
,2013-04-09 20:11:41,"43.65303742,-72.30996674",5.0
,2013-04-10 19:19:52,"43.705058,-72.28772623",4.0
,2013-04-11 20:00:32,"43.70414319,-72.28774882",3.0
,2013-04-10 20:57:49,"43.70320123,-72.28865299",4.0
,2013-04-12 21:39:27,"43.70444924,-72.28793809",3.0
,2013-04-17 20:27:50,"43.70875092,-72.28435213",4.0
,2013-04-19 06:00:23,"43.75872078,-72.32869187",3.0
,2013-04-21 07:54:23,"43.75917542,-72.32926548",2.0
,2013-04-23 07:30:51,"43.75927356,-72.32923496",3.0
,2013-05-07 00:31:32,"48.85374768,2.32779888",4.0
,2013-05-10 08:06:15,"43.75915207,-72.32893824",4.0
,2013-05-06 00:39:37,"48.85875992,2.36238333",3.0
,2013-05-11 17:20:36,"43.75928658,-72.32924066",4.0
,2013-05-13 15:04:54,"43.75940174,-72.32918372",3.0
,2013-05-14 15:06:57,"43.75883975,-72.32934752",4.0
,2013-05-12 17:06:39,"43.75935021,-72.32916566",2.0
,2013-05-21 16:34:55,"43.70625307,-72.28700801",1.0
,2013-05-28 02:00:24,"43.70659363,-72.28727549",2.0
,2013-05-25 06:10:31,"38.9057069,-77.03396292",2.0
,2013-05-27 03:39:02,"43.75912044,-72.3291579",2.0
,2013-05-29 02:35:14,"43.70434788,-72.28657033",2.0
,2013-05-30 02:10:54,Unknown,2.0
,2013-05-31 02:01:00,"43.70006541,-72.29016831",3.0
,2013-06-02 02:19:40,"43.73283379,-72.25842981",2.0
,2013-06-03 05:59:14,"43.75910573,-72.32818315",1.0
,2013-06-04 02:07:33,"43.70258236,-72.28403025",1.0
,2013-06-06 05:35:46,"43.66724891,-72.31884989",2.0
