null,resp_time,location,number
"43.70639689,-72.2870184",2013-03-24 09:47:13,,
"43.70634601,-72.2882174",2013-03-24 10:45:45,,
,2013-04-01 00:20:38,"43.70640514,-72.28820773",4.0
4,2013-03-24 10:45:09,,
"43.70493756,-72.28874493",2013-03-24 10:45:11,,
3,2013-03-24 10:45:13,,
,2013-04-04 04:00:39,"43.70675529,-72.28728531",4.0
,2013-04-01 06:02:54,"43.70106678,-72.28949426",4.0
,2013-04-01 18:35:20,"43.70105311,-72.28963051",3.0
,2013-04-02 09:45:50,"43.7044068,-72.28971584",4.0
,2013-04-03 04:05:12,"43.70502483,-72.28874105",4.0
,2013-04-04 02:21:02,"43.70675529,-72.28728531",4.0
,2013-04-05 04:22:51,"43.70589093,-72.28772656",3.0
,2013-04-05 04:22:59,"43.70589093,-72.28772656",4.0
,2013-04-07 06:12:03,"43.70589876,-72.28814521",3.0
,2013-04-13 20:14:15,Unknown,4.0
,2013-04-10 20:00:41,"43.70418508,-72.2961775",4.0
,2013-04-12 20:02:13,"43.70450188,-72.2971835",4.0
,2013-04-15 16:34:42,"43.70520754,-72.29021202",4.0
,2013-04-18 19:32:29,"43.70418499,-72.29773208",4.0
,2013-04-19 06:07:35,"43.70242371,-72.29305417",5.0
,2013-05-10 09:29:40,"43.70465108,-72.29535043",2.0
