null,resp_time,location,number
"43.70632879,-72.28708257",2013-03-24 10:38:42,,
4,2013-03-24 10:38:45,,
1,2013-03-24 10:39:31,,
"43.70509468,-72.28856529",2013-03-24 10:38:43,,
4,2013-03-24 10:38:46,,
,2013-03-29 06:01:28,"43.70465195,-72.29099209",3.0
,2013-03-27 22:05:16,"43.70652474,-72.28811653",1.0
,2013-03-30 06:37:17,"43.70454578,-72.29083895",3.0
,2013-04-01 06:26:16,"43.70470793,-72.29118335",1.0
,2013-04-09 05:54:29,"43.70512967,-72.28920458",4.0
,2013-04-09 05:54:26,"43.70512967,-72.28920458",4.0
,2013-04-16 23:51:36,"43.70495522,-72.29090614",3.0
,2013-04-11 09:12:04,"43.70380893,-72.28772947",2.0
,2013-04-11 20:55:37,"43.70380893,-72.28772947",3.0
,2013-04-13 19:32:25,"43.70459704,-72.29138802",4.0
,2013-04-14 21:53:29,"43.70459704,-72.29138802",2.0
,2013-04-16 06:01:13,"43.70495522,-72.29090614",4.0
,2013-04-18 07:56:41,"43.70432313,-72.29132532",2.0
,2013-04-19 02:36:45,"43.70237732,-72.28914013",3.0
,2013-04-19 16:44:18,"43.70421868,-72.29109236",3.0
,2013-04-21 08:48:46,Unknown,3.0
,2013-04-20 19:46:59,Unknown,3.0
,2013-04-21 22:10:32,Unknown,4.0
,2013-04-22 06:12:14,"43.70462714,-72.28876934",4.0
,2013-04-23 06:05:48,Unknown,2.0
,2013-04-28 06:05:29,"43.70366438,-72.2901632",3.0
,2013-04-29 04:34:08,Unknown,2.0
,2013-05-11 08:13:33,Unknown,2.0
,2013-05-06 08:43:00,"43.70238747,-72.28949237",1.0
,2013-05-05 06:43:32,"43.70443163,-72.29097302",2.0
,2013-05-15 01:49:29,"43.70673393,-72.28776049",1.0
,2013-05-13 09:04:03,"43.70440021,-72.29112204",1.0
,2013-05-14 08:33:53,"43.7047545,-72.28932815",1.0
,2013-05-24 12:06:39,Unknown,3.0
,2013-05-26 00:26:34,Unknown,1.0
,2013-05-27 03:13:08,Unknown,1.0
