null,resp_time,location,number
1,2013-03-24 09:57:14,,
1,2013-03-24 10:51:37,,
"43.70662833,-72.28699317",2013-03-24 10:51:40,,
1,2013-03-24 10:51:35,,
"43.70600619,-72.28817309",2013-03-24 10:51:39,,
,2013-03-29 06:14:29,"43.69935689,-72.29051287",3.0
,2013-03-30 07:10:39,"43.68294283,-72.28488609",3.0
,2013-03-31 08:58:55,"43.65187205,-72.30975063",2.0
,2013-04-01 06:27:17,"43.70551734,-72.28335444",2.0
,2013-04-03 05:07:33,"43.68788979,-72.29233141",3.0
,2013-04-05 04:17:53,"43.69498059,-72.29014274",2.0
,2013-04-07 07:07:55,"43.67761453,-72.1007708",2.0
,2013-04-08 07:14:37,"43.70057731,-72.28955261",1.0
,2013-04-07 05:27:37,"43.67761453,-72.1007708",2.0
,2013-04-10 20:10:03,"43.70660044,-72.28702986",1.0
,2013-04-11 20:20:20,"43.70644132,-72.28719247",1.0
,2013-04-12 20:49:07,"43.70664201,-72.28687051",1.0
,2013-04-16 06:26:21,Unknown,1.0
,2013-04-15 23:26:55,"43.7065978,-72.28709206",1.0
,2013-04-17 07:29:19,"43.70763358,-72.28826433",2.0
,2013-04-19 09:07:50,"43.70192126,-72.28925157",2.0
,2013-04-21 22:41:09,"43.70647457,-72.28694116",1.0
,2013-04-22 06:50:49,"43.70639016,-72.28683325",3.0
,2013-04-23 07:06:59,"43.70640485,-72.28685946",2.0
,2013-05-03 08:16:31,"43.70276553,-72.28905969",2.0
,2013-05-10 17:54:48,"43.70867293,-72.28167835",1.0
,2013-05-06 10:45:30,"43.70983685,-72.28318346",2.0
,2013-05-14 07:29:02,"43.69545444,-72.2897973",2.0
,2013-05-05 23:55:38,"42.03807185,-72.61743268",2.0
,2013-05-12 07:22:30,"43.70644675,-72.2867901",1.0
,2013-05-13 00:22:01,"43.70854618,-72.28326996",1.0
,2013-05-25 07:41:14,"43.6285899,-72.32269504",1.0
,2013-05-27 02:48:24,"43.69384957,-72.28397489",1.0
,2013-05-30 03:16:14,"43.70738663,-72.28550615",1.0
,2013-06-01 02:39:22,"43.70419424,-72.28832947",2.0
,2013-06-03 17:32:54,"43.65737758,-72.24507738",1.0
,2013-06-02 21:27:32,"43.70660417,-72.28703816",3.0
,2013-06-05 02:37:49,"43.69719798,-72.28066952",1.0
