null,resp_time,location,number
"43.70449557,-72.28841917",2013-03-24 10:37:13,,
4,2013-03-24 10:40:28,,
"43.70449557,-72.28841917",2013-03-24 10:37:14,,
4,2013-03-24 10:37:11,,
,2013-03-29 09:08:04,Unknown,3.0
,2013-03-30 20:10:38,Unknown,3.0
,2013-04-04 04:41:31,Unknown,2.0
,2013-04-05 04:57:24,"43.70679119601846,-72.28743245825171",4.0
,2013-04-13 20:49:12,"43.68140639271587,-72.32202088460326",3.0
,2013-04-18 07:42:53,"43.68151468690485,-72.32208207249641",2.0
,2013-04-14 20:49:43,"43.68140509352088,-72.32197218574584",3.0
,2013-04-15 20:27:17,"43.68150102440268,-72.32201526872814",3.0
,2013-04-21 07:36:44,"43.68150525726378,-72.32196740806103",2.0
,2013-04-22 06:25:07,"43.70653114747256,-72.28706650435925",2.0
,2013-05-03 09:17:40,Unknown,3.0
,2013-05-12 06:00:11,Unknown,4.0
,2013-05-24 06:02:53,"43.7070740852505,-72.28581625968218",2.0
,2013-05-25 06:04:15,"43.68153224699199,-72.32217259705067",4.0
,2013-05-27 02:02:34,"43.706551347859204,-72.28690414689481",3.0
,2013-05-28 02:00:44,"43.70288774371147,-72.29048950597644",5.0
,2013-05-29 02:00:06,"43.681430825963616,-72.32192139141262",6.0
