null,resp_time,location,number
4,2013-03-24 09:48:42,,
"43.70527303,-72.28873404",2013-03-24 10:51:10,,
"43.7041251,-72.28920855",2013-03-24 10:51:12,,
"43.70671572,-72.28787923",2013-03-24 10:51:13,,
3,2013-03-24 10:51:15,,
,2013-04-02 10:42:51,"43.70714984,-72.2865919",3.0
,2013-04-03 08:22:12,"43.70797577,-72.28494445",4.0
,2013-04-02 10:42:51,"43.70714984,-72.2865919",3.0
,2013-04-04 04:11:01,"43.70913025,-72.28483736",3.0
,2013-04-05 05:02:01,"43.70789644,-72.28491183",3.0
,2013-04-06 05:02:08,"43.70816382,-72.2852289",3.0
,2013-04-11 20:45:36,"43.70704773,-72.28579557",3.0
,2013-04-12 21:56:17,"43.70795674,-72.2850216",2.0
,2013-04-14 21:55:10,"43.70819668,-72.28503784",2.0
,2013-04-16 08:08:46,"43.65868105,-72.24849809",3.0
,2013-04-16 08:13:46,"43.65868105,-72.24849809",3.0
,2013-04-18 07:06:19,"43.71743737,-72.3069841",2.0
,2013-04-22 06:00:04,"43.706812,-72.28671513",3.0
,2013-05-11 09:24:30,"43.71766644,-72.30678104",3.0
,2013-05-06 06:14:42,Unknown,3.0
